gene	enhancer_Gnocchi	Approved_Symbol	HGNC_ID
FOXD2	3.508037041	FOXD2	HGNC:3803
SLC5A9	2.43745346	SLC5A9	HGNC:22146
SPATA6	2.920108696	SPATA6	HGNC:18309
BEND5	3.206734576	BEND5	HGNC:25668
AGBL4	2.814268175	AGBL4	HGNC:25892
ELAVL4	3.051118845	ELAVL4	HGNC:3315
DMRTA2	0.6687091412	DMRTA2	HGNC:13908
FAF1	3.546568606	FAF1	HGNC:3578
CDKN2C	3.300100043	CDKN2C	HGNC:1789
C1orf185	2.0536973	C1orf185	HGNC:28096
RNF11	2.792943057	RNF11	HGNC:10056
TTC39A	3.79904636	TTC39A	HGNC:18657
EPS15	2.985394766	EPS15	HGNC:3419
OSBPL9	3.049932519	OSBPL9	HGNC:16386
RAB3B	3.737617417	RAB3B	HGNC:9778
TXNDC12	2.754143492	TXNDC12	HGNC:24626
KTI12	-1.014878955	KTI12	HGNC:25160
BTF3L4	1.550821291	BTF3L4	HGNC:30547
ZFYVE9	2.212973237	ZFYVE9	HGNC:6775
ORC1	3.033580119	ORC1	HGNC:8487
CC2D1B	1.503299903	CC2D1B	HGNC:29386
PRPF38A	3.0514162330000003	PRPF38A	HGNC:25930
GPX7	3.098992929	GPX7	HGNC:4559
COA7	2.849133661	COA7	HGNC:25716
ZYG11B	2.704019762	ZYG11B	HGNC:25820
ECHDC2	3.479576002	ECHDC2	HGNC:23408
SCP2	3.627372131	SCP2	HGNC:10606
ZYG11A	2.052545021	ZYG11A	HGNC:32058
PODN	3.461619832	PODN	HGNC:23174
SLC1A7	3.399219361	SLC1A7	HGNC:10945
CPT2	3.3598144160000003	CPT2	HGNC:2330
MAGOH	3.018799464	MAGOH	HGNC:6815
LRP8	4.8776605260000006	LRP8	HGNC:6700
DMRTB1	3.957835613	DMRTB1	HGNC:13913
GLIS1	4.5863493360000005	GLIS1	HGNC:29525
NDC1	1.800303605	NDC1	HGNC:25525
HSPB11	3.641269606	IFT25	HGNC:25019
LRRC42	3.641269606	LRRC42	HGNC:28792
DIO1	3.3271443689999995	DIO1	HGNC:2883
LDLRAD1	3.3271443689999995	LDLRAD1	HGNC:32069
TMEM59	3.3271443689999995	TMEM59	HGNC:1239
TCEANC2	3.063752618	TCEANC2	HGNC:26494
CDCP2	2.638047288	CDCP2	HGNC:27297
CYB5RL	3.957133668	CYB5RL	HGNC:32220
SSBP3	3.51492436	SSBP3	HGNC:15674
FAM151A	2.730601858	FAM151A	HGNC:25032
ACOT11	2.9565390860000003	ACOT11	HGNC:18156
MROH7	2.730601858	MROH7	HGNC:24802
PARS2	2.075991563	PARS2	HGNC:30563
DHCR24	3.13753795	DHCR24	HGNC:2859
TTC22	2.393418375	TTC22	HGNC:26067
BSND	2.092070982	BSND	HGNC:16512
TMEM61	2.035789533	TMEM61	HGNC:27296
PCSK9	1.645626489	PCSK9	HGNC:20001
USP24	2.329348762	USP24	HGNC:12623
PRKAA2	2.819616733	PRKAA2	HGNC:9377
C8A	2.287562022	C8A	HGNC:1352
C8B	1.945931347	C8B	HGNC:1353
DAB1	1.028837986	DAB1	HGNC:2661
OMA1	2.405886341	OMA1	HGNC:29661
TACSTD2	2.405886341	TACSTD2	HGNC:11530
MYSM1	0.5670425521	MYSM1	HGNC:29401
JUN	1.309765018	JUN	HGNC:6204
FGGY	2.783721214	FGGY	HGNC:25610
HOOK1	2.453182024	HOOK1	HGNC:19884
CYP2J2	2.363688555	CYP2J2	HGNC:2634
C1orf87	1.621373873	C1orf87	HGNC:28547
NFIA	2.663344279	NFIA	HGNC:7784
L1TD1	3.169978304	L1TD1	HGNC:25595
KANK4	4.532757397	KANK4	HGNC:27263
USP1	2.341740176	USP1	HGNC:12607
ANGPTL3	2.149165977	ANGPTL3	HGNC:491
DOCK7	1.817257109	DOCK7	HGNC:19190
ATG4C	2.555471	ATG4C	HGNC:16040
FOXD3	5.691562727000001	FOXD3	HGNC:3804
ALG6	3.277387057	ALG6	HGNC:23157
EFCAB7	0.6224790187	EFCAB7	HGNC:29379
ITGB3BP	2.146457935	ITGB3BP	HGNC:6157
PGM1	3.304823756	PGM1	HGNC:8905
ROR1	3.500873232	ROR1	HGNC:10256
UBE2U	0.7918017138	UBE2U	HGNC:28559
CACHD1	2.6619621330000003	CACHD1	HGNC:29314
RAVER2	3.037907202	RAVER2	HGNC:25577
JAK1	4.077892017	JAK1	HGNC:6190
AK4	2.197438395	AK4	HGNC:363
DNAJC6	3.1424303730000003	DNAJC6	HGNC:15469
LEPR	3.193103084	LEPR	HGNC:6554
LEPROT	3.1462106960000003	LEPROT	HGNC:29477
PDE4B	1.142254988	PDE4B	HGNC:8781
SGIP1	0.7962645006999999	SGIP1	HGNC:25412
TCTEX1D1	2.410987494	DYNLT5	HGNC:26882
SLC35D1	1.073316971	SLC35D1	HGNC:20800
WDR78	2.050436973	DNAI4	HGNC:26252
MIER1	2.683729865	MIER1	HGNC:29657
C1orf141	0.9346378058	C1orf141	HGNC:32044
IL23R	3.835144285	IL23R	HGNC:19100
IL12RB2	2.561136127	IL12RB2	HGNC:5972
SERBP1	3.835144285	SERBP1	HGNC:17860
GADD45A	2.560583011	GADD45A	HGNC:4095
GNG12	2.505030081	GNG12	HGNC:19663
WLS	2.911625	WLS	HGNC:30238
RPE65	0.9612113417	RPE65	HGNC:10294
DEPDC1	2.174047722	DEPDC1	HGNC:22949
LRRC7	2.023677172	LRRC7	HGNC:18531
LRRC40	1.4052545159999998	LRRC40	HGNC:26004
SRSF11	1.125200347	SRSF11	HGNC:10782
HHLA3	2.2962698930000003	ANKRD13C-DT	HGNC:4906
CTH	1.37206819	CTH	HGNC:2501
PTGER3	1.415167369	PTGER3	HGNC:9595
ZRANB2	1.415167369	ZRANB2	HGNC:13058
NEGR1	-0.1189269835	NEGR1	HGNC:17302
LRRIQ3	0.0670246499	LRRIQ3	HGNC:28318
TNNI3K	2.472397185	TNNI3K	HGNC:19661
FPGT-TNNI3K	2.472397185	FPGT-TNNI3K	HGNC:42952
LRRC53	1.8784776	LRRC53	HGNC:25255
CRYZ	1.637790661	CRYZ	HGNC:2419
TYW3	1.637790661	TYW3	HGNC:24757
LHX8	1.71715089	LHX8	HGNC:28838
SLC44A5	1.425390032	SLC44A5	HGNC:28524
RABGGTB	0.1082995678999999	RABGGTB	HGNC:9796
ACADM	-1.552709485	ACADM	HGNC:89
ST6GALNAC3	2.816395794	ST6GALNAC3	HGNC:19343
ST6GALNAC5	2.023787597	ST6GALNAC5	HGNC:19342
PIGK	1.8751564	PIGK	HGNC:8965
AK5	2.602813067	AK5	HGNC:365
USP33	2.286029332	USP33	HGNC:20059
NEXN	2.065780301	NEXN	HGNC:29557
GIPC2	0.6284834769	GIPC2	HGNC:18177
FUBP1	-0.4823363606	FUBP1	HGNC:4004
DNAJB4	2.093878446	DNAJB4	HGNC:14886
PTGFR	2.609064718	PTGFR	HGNC:9600
IFI44	0.6918708585	IFI44	HGNC:16938
IFI44L	1.249447807	IFI44L	HGNC:17817
TTLL7	2.756880439	TTLL7	HGNC:26242
PRKACB	2.539749157	PRKACB	HGNC:9381
SAMD13	2.494734891	SAMD13	HGNC:24582
DNASE2B	1.5848276069999998	DNASE2B	HGNC:28875
CTBS	2.244144859	CTBS	HGNC:2496
RPF1	0.4443419277	RPF1	HGNC:30350
GNG5	0.1302036726	GNG5	HGNC:4408
SSX2IP	0.9569148827	SSX2IP	HGNC:16509
MCOLN3	2.244835315	MCOLN3	HGNC:13358
LPAR3	1.963629582	LPAR3	HGNC:14298
MCOLN2	2.506137127	MCOLN2	HGNC:13357
WDR63	2.506137127	DNAI3	HGNC:30711
SYDE2	2.291937313	SYDE2	HGNC:25841
C1orf52	1.292139409	C1orf52	HGNC:24871
BCL10	2.891042289	BCL10	HGNC:989
DDAH1	3.243640531	DDAH1	HGNC:2715
ZNHIT6	0.4800306796	ZNHIT6	HGNC:26089
COL24A1	2.251074696	COL24A1	HGNC:20821
ODF2L	1.227010091	ODF2L	HGNC:29225
CLCA1	1.924829001	CLCA1	HGNC:2015
CLCA2	2.437138976	CLCA2	HGNC:2016
CLCA4	1.938702995	CLCA4	HGNC:2018
SH3GLB1	1.141164065	SH3GLB1	HGNC:10833
HS2ST1	1.039222853	HS2ST1	HGNC:5193
LMO4	2.971624479	LMO4	HGNC:6644
PKN2	1.146957004	PKN2	HGNC:9406
GTF2B	1.7884784180000002	GTF2B	HGNC:4648
RBMXL1	1.275874294	RBMXL1	HGNC:25073
GBP1	1.334997991	GBP1	HGNC:4182
GBP4	2.036790176	GBP4	HGNC:20480
GBP3	0.1673513058	GBP3	HGNC:4184
GBP5	2.026105358	GBP5	HGNC:19895
GBP2	1.502169986	GBP2	HGNC:4183
GBP7	2.176194436	GBP7	HGNC:29606
GBP6	2.739165957	GBP6	HGNC:25395
LRRC8B	3.258965473	LRRC8B	HGNC:30692
LRRC8C	3.134223888	LRRC8C	HGNC:25075
LRRC8D	3.883831423	LRRC8D	HGNC:16992
ZNF326	3.883831423	ZNF326	HGNC:14104
BARHL2	3.909348477	BARHL2	HGNC:954
ZNF644	1.649051999	ZNF644	HGNC:29222
HFM1	1.538941324	HFM1	HGNC:20193
CDC7	1.378612992	CDC7	HGNC:1745
TGFBR3	3.090765694	TGFBR3	HGNC:11774
BRDT	0.9417103269	BRDT	HGNC:1105
BTBD8	2.277534241	BTBD8	HGNC:21019
EPHX4	1.168947005	EPHX4	HGNC:23758
GLMN	2.486576598	GLMN	HGNC:14373
C1orf146	2.235697413	C1orf146	HGNC:24032
RPAP2	2.592297701	RPAP2	HGNC:25791
GFI1	3.143273783	GFI1	HGNC:4237
EVI5	1.4830229	EVI5	HGNC:3501
MTF2	1.325000854	MTF2	HGNC:29535
CCDC18	1.262080369	CCDC18	HGNC:30370
TMED5	3.092847068	TMED5	HGNC:24251
DR1	1.355693843	DR1	HGNC:3017
FNBP1L	2.230568313	FNBP1L	HGNC:20851
BCAR3	3.971378508	BCAR3	HGNC:973
DNTTIP2	2.6941585110000004	DNTTIP2	HGNC:24013
GCLM	2.361051786	GCLM	HGNC:4312
ABCA4	2.85314827	ABCA4	HGNC:34
ARHGAP29	2.749274085	ARHGAP29	HGNC:30207
F3	2.1693476240000003	F3	HGNC:3541
ABCD3	2.919791596	ABCD3	HGNC:67
SLC44A3	1.7834758590000002	SLC44A3	HGNC:28689
CNN3	2.260724619	CNN3	HGNC:2157
ALG14	2.679760429	ALG14	HGNC:28287
RWDD3	0.40237464	RWDD3	HGNC:21393
PTBP2	1.589258285	PTBP2	HGNC:17662
DPYD	0.5380317743	DPYD	HGNC:3012
SNX7	2.004272275	SNX7	HGNC:14971
PALMD	1.787510697	PALMD	HGNC:15846
FRRS1	2.376924406	FRRS1	HGNC:27622
AGL	1.6264236909999998	AGL	HGNC:321
SLC35A3	1.729631313	SLC35A3	HGNC:11023
SASS6	0.3174468418	SASS6	HGNC:25403
LRRC39	2.666790531	LRRC39	HGNC:28228
TRMT13	-0.4237869172999999	TRMT13	HGNC:25502
DBT	1.888268033	DBT	HGNC:2698
RTCA	1.554165988	RTCA	HGNC:17981
CDC14A	1.908376598	CDC14A	HGNC:1718
GPR88	2.303606982	GPR88	HGNC:4539
VCAM1	1.966077332	VCAM1	HGNC:12663
EXTL2	1.974851281	EXTL2	HGNC:3516
SLC30A7	1.448492617	SLC30A7	HGNC:19306
DPH5	1.463580577	DPH5	HGNC:24270
S1PR1	1.302762084	S1PR1	HGNC:3165
OLFM3	0.8261829867	OLFM3	HGNC:17990
COL11A1	0.2983369818	COL11A1	HGNC:2186
RNPC3	-0.3388182957	RNPC3	HGNC:18666
AMY2B	0.7719017584000001	AMY2B	HGNC:478
AMY1A	-2.23154477	AMY1A	HGNC:474
AMY2A	-3.694855699	AMY2A	HGNC:477
AMY1C	-2.23154477	AMY1C	HGNC:476
PRMT6	1.41758051	PRMT6	HGNC:18241
NTNG1	2.344368129	NTNG1	HGNC:23319
VAV3	2.162336301	VAV3	HGNC:12659
NBPF4	3.1141705710000003	NBPF4	HGNC:26550
SLC25A24	0.7758024402	SLC25A24	HGNC:20662
NBPF6	3.52904915	NBPF6	HGNC:31988
FAM102B	2.2954202930000003	EEIG2	HGNC:27637
HENMT1	3.52904915	HENMT1	HGNC:26400
PRPF38B	1.6964071859999998	PRPF38B	HGNC:25512
FNDC7	2.18978775	FNDC7	HGNC:26668
STXBP3	0.7574822764	STXBP3	HGNC:11446
GPSM2	2.751165243	GPSM2	HGNC:29501
AKNAD1	2.525474487	AKNAD1	HGNC:28398
CLCC1	0.7453656354000001	CLCC1	HGNC:29675
WDR47	1.483670076	WDR47	HGNC:29141
TAF13	1.483670076	TAF13	HGNC:11546
TMEM167B	2.199731135	TMEM167B	HGNC:30187
C1orf194	2.50431433	CFAP276	HGNC:32331
KIAA1324	2.3867600330000003	ELAPOR1	HGNC:29618
PSRC1	3.581412959	PSRC1	HGNC:24472
MYBPHL	3.581412959	MYBPHL	HGNC:30434
SARS	1.429632196	SARS2	HGNC:17697
CELSR2	1.834640389	CELSR2	HGNC:3231
SORT1	1.834640389	SORT1	HGNC:11186
PSMA5	1.668001924	PSMA5	HGNC:9534
SYPL2	3.626151064	SYPL2	HGNC:27638
AMIGO1	3.626151064	AMIGO1	HGNC:20824
GPR61	2.7063104260000004	GPR61	HGNC:13300
CYB561D1	2.772035217	CYB561D1	HGNC:26804
ATXN7L2	2.813830789	ATXN7L2	HGNC:28713
GNAI3	1.697905304	GNAI3	HGNC:4387
GNAT2	1.29486345	GNAT2	HGNC:4394
AMPD2	1.7614034930000002	AMPD2	HGNC:469
GSTM1	2.078934106	GSTM1	HGNC:4632
GSTM5	1.723224155	GSTM5	HGNC:4637
GSTM2	2.567119502	GSTM2	HGNC:4634
GSTM4	1.77086895	GSTM4	HGNC:4636
EPS8L3	3.236437523	EPS8L3	HGNC:21297
GSTM3	0.7252458834000001	GSTM3	HGNC:4635
AHCYL1	3.709937007	AHCYL1	HGNC:344
CSF1	2.409169974	CSF1	HGNC:2432
ALX3	2.537942407	ALX3	HGNC:449
STRIP1	2.560085162	STRIP1	HGNC:25916
UBL4B	2.847921843	UBL4B	HGNC:32309
SLC6A17	3.088319734	SLC6A17	HGNC:31399
KCNC4	2.199293384	KCNC4	HGNC:6236
KCNA10	1.904623749	KCNA10	HGNC:6219
RBM15	2.8995200810000004	RBM15	HGNC:14959
SLC16A4	1.319080073	SLC16A4	HGNC:10925
LAMTOR5	0.5639517628	LAMTOR5	HGNC:17955
PROK1	3.572798092	PROK1	HGNC:18454
KCNA2	2.0262014930000003	KCNA2	HGNC:6220
KCNA3	1.442173497	KCNA3	HGNC:6221
CD53	1.704714193	CD53	HGNC:1686
LRIF1	2.0216553	LRIF1	HGNC:30299
DRAM2	2.1851186780000003	DRAM2	HGNC:28769
CHI3L2	2.998533855	CHI3L2	HGNC:1933
DENND2D	2.998533855	DENND2D	HGNC:26192
CEPT1	2.998533855	CEPT1	HGNC:24289
OVGP1	1.383647681	OVGP1	HGNC:8524
PIFO	1.469457366	CIMAP3	HGNC:27009
CHIA	0.8288933720999999	CHIA	HGNC:17432
WDR77	0.7818745993999999	WDR77	HGNC:29652
C1orf162	2.94952574	C1orf162	HGNC:28344
ADORA3	1.833941645	ADORA3	HGNC:268
RAP1A	2.028494555	RAP1A	HGNC:9855
DDX20	0.7056038386	DDX20	HGNC:2743
KCND3	3.1369562280000003	KCND3	HGNC:6239
CTTNBP2NL	2.443894132	CTTNBP2NL	HGNC:25330
WNT2B	2.827108382	WNT2B	HGNC:12781
PPM1J	2.668227467	PPM1J	HGNC:20785
ST7L	2.308900486	ST7L	HGNC:18441
CAPZA1	2.668227467	CAPZA1	HGNC:1488
MOV10	1.96464479	MOV10	HGNC:7200
RHOC	2.668227467	RHOC	HGNC:669
SLC16A1	1.558799079	SLC16A1	HGNC:10922
LRIG2	2.620243668	LRIG2	HGNC:20889
MAGI3	2.8376308860000004	MAGI3	HGNC:29647
PHTF1	2.770593208	PHTF1	HGNC:8939
RSBN1	2.535385331	RSBN1	HGNC:25642
PTPN22	2.434842266	PTPN22	HGNC:9652
HIPK1	2.535385331	HIPK1	HGNC:19006
AP4B1	1.7895254319999998	AP4B1	HGNC:572
BCL2L15	2.434842266	BCL2L15	HGNC:33624
DCLRE1B	1.67007494	DCLRE1B	HGNC:17641
OLFML3	1.858766317	OLFML3	HGNC:24956
SYT6	1.685827156	SYT6	HGNC:18638
TRIM33	2.664111396	TRIM33	HGNC:16290
BCAS2	1.713594835	BCAS2	HGNC:975
DENND2C	2.085499111	DENND2C	HGNC:24748
AMPD1	1.401756629	AMPD1	HGNC:468
CSDE1	1.401756629	CSDE1	HGNC:29905
SIKE1	1.401756629	SIKE1	HGNC:26119
SYCP1	2.287732941	SYCP1	HGNC:11487
TSPAN2	2.425763388	TSPAN2	HGNC:20659
TSHB	1.1141382709999998	TSHB	HGNC:12372
NGF	2.191803136	NGF	HGNC:7808
VANGL1	2.190246773	VANGL1	HGNC:15512
NHLH2	1.183430079	NHLH2	HGNC:7818
CASQ2	0.920972149	CASQ2	HGNC:1513
SLC22A15	1.108466828	SLC22A15	HGNC:20301
MAB21L3	1.728053303	MAB21L3	HGNC:26787
ATP1A1	5.098192867	ATP1A1	HGNC:799
CD58	6.451644823	CD58	HGNC:1688
IGSF3	5.605648707	IGSF3	HGNC:5950
CD2	3.296897165	CD2	HGNC:1639
PTGFRN	4.227314719	PTGFRN	HGNC:9601
CD101	4.357220709	CD101	HGNC:5949
VTCN1	5.048279811	VTCN1	HGNC:28873
TTF2	4.504518412	TTF2	HGNC:12398
TRIM45	5.046765789	TRIM45	HGNC:19018
MAN1A2	1.065986585	MAN1A2	HGNC:6822
GDAP2	1.201885252	GDAP2	HGNC:18010
WDR3	1.201885252	WDR3	HGNC:12755
SPAG17	-0.323968693	SPAG17	HGNC:26620
TBX15	1.989813575	TBX15	HGNC:11594
WARS2	-0.3125788381	WARS2	HGNC:12730
HAO2	0.8016423201	HAO2	HGNC:4810
HSD3B2	0.5516595684000001	HSD3B2	HGNC:5218
HSD3B1	1.072618329	HSD3B1	HGNC:5217
HMGCS2	1.594634055	HMGCS2	HGNC:5008
REG4	0.8211578023	REG4	HGNC:22977
ZNF697	2.070375342	ZNF697	HGNC:32034
PHGDH	2.070375342	PHGDH	HGNC:8923
NOTCH2	1.146332378	NOTCH2	HGNC:7882
PDE4DIP	-0.2264748412	PDE4DIP	HGNC:15580
POLR3GL	4.002776349	POLR3GL	HGNC:28466
ANKRD34A	3.801156064	ANKRD34A	HGNC:27639
ITGA10	3.801156064	ITGA10	HGNC:6135
PEX11B	3.801156064	PEX11B	HGNC:8853
TXNIP	2.473695199	TXNIP	HGNC:16952
NUDT17	2.8461941360000003	NUDT17	HGNC:26618
LIX1L	4.002776349	LIX1L	HGNC:28715
RNF115	4.002776349	RNF115	HGNC:18154
RBM8A	2.0196765880000003	RBM8A	HGNC:9905
PIAS3	2.952349365	PIAS3	HGNC:16861
ANKRD35	3.018949058	ANKRD35	HGNC:26323
POLR3C	2.8461941360000003	POLR3C	HGNC:30076
CD160	2.10904732	CD160	HGNC:17013
PDZK1	1.820770935	PDZK1	HGNC:8821
GPR89A	2.293478543	GPR89A	HGNC:31984
FMO5	1.821882447	FMO5	HGNC:3773
PRKAB2	2.672302582	PRKAB2	HGNC:9379
CHD1L	3.143854799	CHD1L	HGNC:1916
BCL9	2.594609134	BCL9	HGNC:1008
ACP6	1.773858793	ACP6	HGNC:29609
GJA5	1.150629711	GJA5	HGNC:4279
GPR89B	1.240176905	GPR89B	HGNC:13840
MTMR11	1.507423317	MTMR11	HGNC:24307
HIST2H2BE	2.966762174	H2BC21	HGNC:4760
HIST2H2AB	3.262796514	H2AC21	HGNC:20508
HIST2H3D	1.7619036019999998	H3C13	HGNC:25311
HIST2H2BF	1.7619036019999998	H2BC18	HGNC:24700
HIST2H2AC	1.7619036019999998	H2AC20	HGNC:4738
BOLA1	3.739259886	BOLA1	HGNC:24263
SV2A	3.094796989	SV2A	HGNC:20566
SF3B4	3.094796989	SF3B4	HGNC:10771
OTUD7B	3.0985720010000004	OTUD7B	HGNC:16683
VPS45	4.586354061000001	VPS45	HGNC:14579
PLEKHO1	1.944524582	PLEKHO1	HGNC:24310
ANP32E	2.890974714	ANP32E	HGNC:16673
CA14	2.613674262	CA14	HGNC:1372
APH1A	1.992157669	APH1A	HGNC:29509
C1orf54	-0.8269161291	C1orf54	HGNC:26258
PRPF3	2.120164243	PRPF3	HGNC:17348
TARS2	5.0177198480000005	TARS2	HGNC:30740
RPRD2	1.4781114969999998	RPRD2	HGNC:29039
ECM1	2.577432398	ECM1	HGNC:3153
ADAMTSL4	2.577432398	ADAMTSL4	HGNC:19706
MCL1	3.395697838	MCL1	HGNC:6943
ENSA	1.284704335	ENSA	HGNC:3360
HORMAD1	1.59756527	HORMAD1	HGNC:25245
GOLPH3L	1.59756527	GOLPH3L	HGNC:24882
CTSS	2.925230487	CTSS	HGNC:2545
CTSK	2.117011483	CTSK	HGNC:2536
CERS2	2.7645512080000003	CERS2	HGNC:14076
ARNT	1.729821826	ARNT	HGNC:700
SETDB1	4.012479784	SETDB1	HGNC:10761
CDC42SE1	3.050852863	CDC42SE1	HGNC:17719
GABPB2	4.012479784	GABPB2	HGNC:28441
ANXA9	3.050852863	ANXA9	HGNC:547
C1orf56	4.012479784	C1orf56	HGNC:26045
MLLT11	2.4587160690000003	MLLT11	HGNC:16997
TMOD4	3.029978134	TMOD4	HGNC:11874
LYSMD1	1.560516786	LYSMD1	HGNC:32070
VPS72	3.029978134	VPS72	HGNC:11644
SEMA6C	1.010152341	SEMA6C	HGNC:10740
SCNM1	1.1696620009999998	SCNM1	HGNC:23136
PSMD4	1.509912099	PSMD4	HGNC:9561
PIP5K1A	-0.1654054952	PIP5K1A	HGNC:8994
TNFAIP8L2	2.074472264	TNFAIP8L2	HGNC:26277
RFX5	2.538693862	RFX5	HGNC:9986
ZNF687	2.12556189	ZNF687	HGNC:29277
PI4KB	1.435166494	PI4KB	HGNC:8984
SELENBP1	4.025394643	SELENBP1	HGNC:10719
POGZ	0.06282464621	POGZ	HGNC:18801
CGN	4.77864165	CGN	HGNC:17429
TUFT1	4.725169631	TUFT1	HGNC:12422
SNX27	1.891893519	SNX27	HGNC:20073
RIIAD1	2.801526625	RIIAD1	HGNC:26686
TDRKH	3.492228908	TDRKH	HGNC:11713
CELF3	3.179882762	CELF3	HGNC:11967
LINGO4	4.014766244	LINGO4	HGNC:31814
RORC	2.71351519	RORC	HGNC:10260
OAZ3	4.014766244	OAZ3	HGNC:8097
THEM4	4.014766244	THEM4	HGNC:17947
THEM5	4.014766244	THEM5	HGNC:26755
C2CD4D	4.014766244	C2CD4D	HGNC:37210
S100A11	3.925684443	S100A11	HGNC:10488
S100A10	2.825654985	S100A10	HGNC:10487
TCHH	2.835892182	TCHH	HGNC:11791
RPTN	2.835892182	RPTN	HGNC:26809
TCHHL1	2.835892182	TCHHL1	HGNC:31796
HRNR	0.9028366673	HRNR	HGNC:20846
FLG	2.595573124	FLG	HGNC:3748
CRNN	2.248975576	CRNN	HGNC:1230
FLG2	2.217690886	FLG2	HGNC:33276
LCE3D	2.248975576	LCE3D	HGNC:16615
CRCT1	2.248975576	CRCT1	HGNC:29875
LCE3E	2.248975576	LCE3E	HGNC:29463
LCE1C	0.6920159534	LCE1C	HGNC:29464
LCE3C	0.536001956	LCE3C	HGNC:16612
LCE5A	2.248975576	LCE5A	HGNC:16614
C1orf68	0.6920159534	KPLCE	HGNC:29468
LCE2A	1.670252817	LCE2A	HGNC:29469
LCE2D	-0.04835402187	LCE2D	HGNC:16518
LCE2B	0.2954100007999999	LCE2B	HGNC:16610
LCE1D	0.6920159534	LCE1D	HGNC:29465
LCE1B	0.6920159534	LCE1B	HGNC:16611
LCE1F	0.6920159534	LCE1F	HGNC:29467
LCE2C	-0.1788436979	LCE2C	HGNC:29460
LCE1E	1.5263671	LCE1E	HGNC:29466
KPRP	0.6870956123	KPRP	HGNC:31823
LCE1A	-0.1419464682	LCE1A	HGNC:29459
SPRR1B	1.59619176	SPRR1B	HGNC:11260
SPRR4	1.5263671	SPRR4	HGNC:23173
SPRR1A	1.353050043	SPRR1A	HGNC:11259
SPRR2D	1.353050043	SPRR2D	HGNC:11264
SPRR2E	1.59619176	SPRR2E	HGNC:11265
SPRR2F	2.454573672	SPRR2F	HGNC:11266
PGLYRP4	0.5755405294	PGLYRP4	HGNC:30015
PGLYRP3	2.011853159	PGLYRP3	HGNC:30014
PRR9	1.067717204	PRR9	HGNC:32057
S100A8	1.687010828	S100A8	HGNC:10498
S100A9	1.687010828	S100A9	HGNC:10499
S100A12	0.8289506676	S100A12	HGNC:10489
S100A14	3.112759119	S100A14	HGNC:18901
S100A2	2.17615248	S100A2	HGNC:10492
S100A7A	-0.13844067	S100A7A	HGNC:21657
S100A7L2	-0.2638479283	S100A7L2	HGNC:21655
S100A6	3.112759119	S100A6	HGNC:10496
S100A3	2.904263162	S100A3	HGNC:10493
S100A16	2.7040158830000003	S100A16	HGNC:20441
S100A4	2.834131459	S100A4	HGNC:10494
S100A5	2.220889954	S100A5	HGNC:10495
CHTOP	5.766372351	CHTOP	HGNC:24511
ILF2	3.112759119	ILF2	HGNC:6037
SNAPIN	3.112759119	SNAPIN	HGNC:17145
S100A13	2.904263162	S100A13	HGNC:10490
NPR1	1.084636291	NPR1	HGNC:7943
S100A1	0.1927310437	S100A1	HGNC:10486
INTS3	3.1158753710000004	INTS3	HGNC:26153
SLC27A3	3.224591666	SLC27A3	HGNC:10997
GATAD2B	2.208906098	GATAD2B	HGNC:30778
CRTC2	2.542782036	CRTC2	HGNC:27301
DENND4B	6.32052212	DENND4B	HGNC:29044
RAB13	-1.143090051	RAB13	HGNC:9762
CREB3L4	6.32052212	CREB3L4	HGNC:18854
JTB	2.395916103	JTB	HGNC:6201
NUP210L	1.988540869	NUP210L	HGNC:29915
C1orf189	0.54490918	CFAP141	HGNC:32305
TPM3	1.82518938	TPM3	HGNC:12012
UBAP2L	0.9571625646	UBAP2L	HGNC:29877
C1orf43	1.82518938	C1orf43	HGNC:29876
AQP10	2.204453233	AQP10	HGNC:16029
HAX1	0.02373413265	HAX1	HGNC:16915
ATP8B2	2.8488137160000004	ATP8B2	HGNC:13534
IL6R	3.405343554	IL6R	HGNC:6019
SHE	0.9820404378	SHE	HGNC:27004
TDRD10	2.121479755	TDRD10	HGNC:25316
UBE2Q1	2.709820773	UBE2Q1	HGNC:15698
ADAR	3.59184083	ADAR	HGNC:225
CHRNB2	3.639463375	CHRNB2	HGNC:1962
KCNN3	4.303875219	KCNN3	HGNC:6292
PBXIP1	3.499110143	PBXIP1	HGNC:21199
PMVK	3.492924141	PMVK	HGNC:9141
CKS1B	4.022336794	CKS1B	HGNC:19083
SHC1	2.725142095	SHC1	HGNC:10840
PYGO2	2.8778642760000004	PYGO2	HGNC:30257
FLAD1	3.361591779	FLAD1	HGNC:24671
ZBTB7B	4.022336794	ZBTB7B	HGNC:18668
DCST2	3.361591779	DCST2	HGNC:26562
DCST1	5.158837744	DCST1	HGNC:26539
ADAM15	2.088383963	ADAM15	HGNC:193
EFNA3	6.998497897000001	EFNA3	HGNC:3223
EFNA4	3.218357761	EFNA4	HGNC:3224
EFNA1	3.461031245	EFNA1	HGNC:3221
SLC50A1	1.447414722	SLC50A1	HGNC:30657
DPM3	1.447414722	DPM3	HGNC:3007
PKLR	2.374184432	PKLR	HGNC:9020
KRTCAP2	1.224302236	KRTCAP2	HGNC:28942
MUC1	1.224302236	MUC1	HGNC:7508
SCAMP3	2.088383963	SCAMP3	HGNC:10565
FAM189B	1.627860506	ENTREP3	HGNC:1233
