gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
YWHAQ	ENST00000381844	0	0.689119542	YWHAQ	HGNC:12854
UBE2I	ENST00000406620	0	0.68911372	UBE2I	HGNC:12485
YWHAH	ENST00000248975	0	0.688699515	YWHAH	HGNC:12853
KRAS	ENST00000256078	0	0.688282799	KRAS	HGNC:6407
POLR2D	ENST00000272645	0	0.688123929	POLR2D	HGNC:9191
SF3B3	ENST00000302516	0	0.688106859	SF3B3	HGNC:10770
CKS1B	ENST00000308987	0	0.688070122	CKS1B	HGNC:19083
UBE2M	ENST00000253023	0	0.687795489	UBE2M	HGNC:12491
CHD4	ENST00000544040	0	0.687787366	CHD4	HGNC:1919
HPCA	ENST00000373467	0	0.687767881	HPCA	HGNC:5144
PCGF3	ENST00000470161	0	0.68770695	PCGF3	HGNC:10066
GNAQ	ENST00000286548	0	0.687557196	GNAQ	HGNC:4390
CWC15	ENST00000279839	0	0.687543645	CWC15	HGNC:26939
SMURF2	ENST00000262435	0	0.687135018	SMURF2	HGNC:16809
VPS26B	ENST00000525095	0	0.687089729	VPS26B	HGNC:28119
ATP6V1B2	ENST00000276390	0	0.68703258	ATP6V1B2	HGNC:854
ANAPC10	ENST00000309439	0	0.686958313	ANAPC10	HGNC:24077
SEC11A	ENST00000268220	0	0.686794134	SEC11A	HGNC:17718
PFN1	ENST00000225655	0	0.686731108	PFN1	HGNC:8881
ZNF706	ENST00000518336	0	0.686629244	ZNF706	HGNC:24992
RALA	ENST00000005257	0	0.686449701	RALA	HGNC:9839
RBBP5	ENST00000264515	0	0.68607886	RBBP5	HGNC:9888
PPP3CA	ENST00000394854	0	0.685982771	PPP3CA	HGNC:9314
ARL8A	ENST00000272217	0	0.685222793	ARL8A	HGNC:25192
CYTH3	ENST00000396741	0	0.684539075	CYTH3	HGNC:9504
PRKACA	ENST00000308677	0	0.684495564	PRKACA	HGNC:9380
TMEM147	ENST00000222284	0	0.68444604	TMEM147	HGNC:30414
C16orf52	ENST00000542527	0	0.68414744	MOSMO	HGNC:27087
INIP	ENST00000374242	0	0.68389809	INIP	HGNC:24994
RPL39	ENST00000361575	0	0.683760417	RPL39	HGNC:10350
CBLN1	ENST00000536749	0	0.683593781	CBLN1	HGNC:1543
WDR5	ENST00000358625	0	0.683437586	WDR5	HGNC:12757
RAB4A	ENST00000366690	0	0.683327266	RAB4A	HGNC:9781
UBE2K	ENST00000261427	0	0.683163907	UBE2K	HGNC:4914
PBX3	ENST00000373489	0	0.683037961	PBX3	HGNC:8634
EIF2S3	ENST00000253039	0	0.683021011	EIF2S3	HGNC:3267
NONO	ENST00000276079	0	0.682892539	NONO	HGNC:7871
STXBP1	ENST00000373299	0	0.682849485	STXBP1	HGNC:11444
YEATS4	ENST00000247843	0	0.682637104	YEATS4	HGNC:24859
ELOF1	ENST00000590700	0	0.682567904	ELOF1	HGNC:28691
NIP7	ENST00000254940	0	0.682404706	NIP7	HGNC:24328
TECR	ENST00000215567	0	0.682304704	TECR	HGNC:4551
LIN52	ENST00000555028	0	0.682244953	LIN52	HGNC:19856
RPL4	ENST00000307961	0	0.682086851	RPL4	HGNC:10353
PDE6H	ENST00000266395	0	0.682078566	PDE6H	HGNC:8790
HMGB1	ENST00000399494	0	0.682058945	HMGB1	HGNC:4983
SSR2	ENST00000480567	0	0.681940715	SSR2	HGNC:11324
SMAD2	ENST00000402690	0	0.681493594	SMAD2	HGNC:6768
ILF2	ENST00000361891	0	0.681419774	ILF2	HGNC:6037
WDR48	ENST00000302313	0	0.681414734	WDR48	HGNC:30914
ACTR1A	ENST00000369905	0	0.681398617	ACTR1A	HGNC:167
ELAVL1	ENST00000596459	0	0.681284668	ELAVL1	HGNC:3312
COPS2	ENST00000388901	0	0.680670462	COPS2	HGNC:30747
TRAPPC4	ENST00000533632	0	0.680608504	TRAPPC4	HGNC:19943
PABPC4	ENST00000372857	0	0.680348866	PABPC4	HGNC:8557
TMEM127	ENST00000432959	0	0.680086558	TMEM127	HGNC:26038
PPIA	ENST00000468812	0	0.680001474	PPIA	HGNC:9253
SEC23A	ENST00000307712	0	0.679940065	SEC23A	HGNC:10701
KDM1A	ENST00000356634	0	0.679934536	KDM1A	HGNC:29079
ACTN1	ENST00000193403	0	0.679913472	ACTN1	HGNC:163
PRPF31	ENST00000321030	0	0.679827341	PRPF31	HGNC:15446
PAFAH1B1	ENST00000397195	0	0.679688016	PAFAH1B1	HGNC:8574
RPL37	ENST00000274242	0	0.679682693	RPL37	HGNC:10347
SUMO3	ENST00000332859	0	0.679657139	SUMO3	HGNC:11124
MAB21L1	ENST00000379919	0	0.679574687	MAB21L1	HGNC:6757
GSK3B	ENST00000264235	0	0.67956683	GSK3B	HGNC:4617
JAZF1	ENST00000283928	0	0.679364376	JAZF1	HGNC:28917
POLR3B	ENST00000228347	0	0.67901336	POLR3B	HGNC:30348
KLHL20	ENST00000209884	0	0.678725305	KLHL20	HGNC:25056
LIN7A	ENST00000552864	0	0.678613265	LIN7A	HGNC:17787
IK	ENST00000417647	0	0.678553519	IK	HGNC:5958
HSP90AB1	ENST00000371554	0	0.678505227	HSP90AB1	HGNC:5258
DRG2	ENST00000225729	0	0.678487505	DRG2	HGNC:3030
SNX3	ENST00000230085	0	0.678394782	SNX3	HGNC:11174
FBXL14	ENST00000339235	0	0.678346998	FBXL14	HGNC:28624
PSMA2	ENST00000223321	0	0.678253095	PSMA2	HGNC:9531
CSTF1	ENST00000217109	0	0.677988664	CSTF1	HGNC:2483
MIB1	ENST00000261537	0	0.677893013	MIB1	HGNC:21086
RAP2A	ENST00000245304	0	0.677712649	RAP2A	HGNC:9861
CHIC2	ENST00000263921	0	0.677109009	CHIC2	HGNC:1935
DDX23	ENST00000308025	0	0.676811055	DDX23	HGNC:17347
ILK	ENST00000396751	0	0.676730863	ILK	HGNC:6040
CSNK1G2	ENST00000255641	0	0.676541426	CSNK1G2	HGNC:2455
RAB11A	ENST00000261890	0	0.676345132	RAB11A	HGNC:9760
RPL26	ENST00000582556	0	0.676276398	RPL26	HGNC:10327
GLUD1	ENST00000277865	0	0.676213746	GLUD1	HGNC:4335
ATP5A1	ENST00000282050	0	0.676115771	ATP5F1A	HGNC:823
RAB11B	ENST00000328024	0	0.676015483	RAB11B	HGNC:9761
BTF3	ENST00000380591	0	0.675914358	BTF3	HGNC:1125
TNNC2	ENST00000372555	0	0.6759082	TNNC2	HGNC:11944
ATP6V0E1	ENST00000517669	0	0.675786913	ATP6V0E1	HGNC:863
FBL	ENST00000221801	0	0.675630442	FBL	HGNC:3599
NRF1	ENST00000393230	0	0.675630146	NRF1	HGNC:7996
AP2A1	ENST00000359032	0	0.675613298	AP2A1	HGNC:561
LMO1	ENST00000335790	0	0.675525986	LMO1	HGNC:6641
SRC	ENST00000373567	0	0.675410705	SRC	HGNC:11283
PHB2	ENST00000535923	0	0.675249689	PHB2	HGNC:30306
MOB3B	ENST00000262244	0	0.675183695	MOB3B	HGNC:23825
CSNK2A2	ENST00000262506	0	0.67504126	CSNK2A2	HGNC:2459
AGO4	ENST00000373210	0	0.675025847	AGO4	HGNC:18424
RAP2C	ENST00000370874	0	0.675006518	RAP2C	HGNC:21165
SNRNP200	ENST00000323853	0	0.674802642	SNRNP200	HGNC:30859
RTCB	ENST00000216038	0	0.674793493	RTCB	HGNC:26935
ATP5B	ENST00000262030	0	0.674708724	ATP5F1B	HGNC:830
HSPA2	ENST00000247207	0	0.674541483	HSPA2	HGNC:5235
CSNK1D	ENST00000314028	0	0.674397302	CSNK1D	HGNC:2452
POLR2J	ENST00000292614	0	0.674381379	POLR2J	HGNC:9197
TMEM167B	ENST00000338272	0	0.674340238	TMEM167B	HGNC:30187
FBXO45	ENST00000311630	0	0.674287252	FBXO45	HGNC:29148
SAR1A	ENST00000431664	0	0.67419342	SAR1A	HGNC:10534
GNAL	ENST00000423027	0	0.674025491	GNAL	HGNC:4388
GTF2B	ENST00000370500	0	0.673839795	GTF2B	HGNC:4648
SMARCA4	ENST00000429416	0	0.673711579	SMARCA4	HGNC:11100
SMARCD1	ENST00000394963	0	0.673628091	SMARCD1	HGNC:11106
KCNMA1	ENST00000286628	0	0.673596713	KCNMA1	HGNC:6284
DERL2	ENST00000158771	0	0.673562419	DERL2	HGNC:17943
GNB5	ENST00000261837	0	0.673518485	GNB5	HGNC:4401
SMARCA5	ENST00000283131	0	0.673512631	SMARCA5	HGNC:11101
RPL26L1	ENST00000519239	0	0.673418464	RPL26L1	HGNC:17050
DHX8	ENST00000262415	0	0.673369355	DHX8	HGNC:2749
SPOP	ENST00000503676	0	0.673157685	SPOP	HGNC:11254
GRIN1	ENST00000371561	0	0.672422303	GRIN1	HGNC:4584
MYEOV2	ENST00000607357	0	0.672392076	COPS9	HGNC:21314
DDX5	ENST00000225792	0	0.672239121	DDX5	HGNC:2746
GPHN	ENST00000315266	0	0.672154959	GPHN	HGNC:15465
STMN1	ENST00000374291	0	0.671853062	STMN1	HGNC:6510
CYTH2	ENST00000427476	0	0.671793441	CYTH2	HGNC:9502
ATP1A2	ENST00000361216	0	0.67171547	ATP1A2	HGNC:800
BTBD2	ENST00000255608	0	0.671602679	BTBD2	HGNC:15504
ABHD17C	ENST00000258884	0	0.671324096	ABHD17C	HGNC:26925
RAB10	ENST00000264710	0	0.671235888	RAB10	HGNC:9759
ARRB1	ENST00000420843	0	0.671212603	ARRB1	HGNC:711
PSMA7	ENST00000370873	0	0.671198702	PSMA7	HGNC:9536
YES1	ENST00000584307	0	0.671100434	YES1	HGNC:12841
MAB21L2	ENST00000317605	0	0.670758332	MAB21L2	HGNC:6758
CTNNA1	ENST00000302763	0	0.670478896	CTNNA1	HGNC:2509
SMAD4	ENST00000342988	0	0.670472364	SMAD4	HGNC:6770
S100A10	ENST00000368809	0	0.670426665	S100A10	HGNC:10487
EIF1B	ENST00000232905	0	0.670270588	EIF1B	HGNC:30792
TMEM50B	ENST00000542230	0	0.670246745	TMEM50B	HGNC:1280
BUB3	ENST00000368865	0	0.670147604	BUB3	HGNC:1151
SRI	ENST00000265729	0	0.670127878	SRI	HGNC:11292
CIB2	ENST00000258930	0	0.669563933	CIB2	HGNC:24579
RAB8B	ENST00000321437	0	0.669334939	RAB8B	HGNC:30273
MED31	ENST00000225728	0	0.669313786	MED31	HGNC:24260
PKM	ENST00000335181	0	0.669149276	PKM	HGNC:9021
ISL1	ENST00000230658	0	0.66910319	ISL1	HGNC:6132
CRIPT	ENST00000238892	0	0.669063932	CRIPT	HGNC:14312
FAM60A	ENST00000454658	0	0.669054233	SINHCAF	HGNC:30702
AP1S2	ENST00000329235	0	0.668992972	AP1S2	HGNC:560
CLP1	ENST00000533682	0	0.668891843	CLP1	HGNC:16999
KCNC1	ENST00000379472	0	0.668676853	KCNC1	HGNC:6233
PBX1	ENST00000420696	0	0.668593566	PBX1	HGNC:8632
GRIA3	ENST00000541091	0	0.66826745	GRIA3	HGNC:4573
FBXL20	ENST00000583610	0	0.667976074	FBXL20	HGNC:24679
CSRP2	ENST00000546966	0	0.66791782	CSRP2	HGNC:2470
RAB2B	ENST00000397762	0	0.667680051	RAB2B	HGNC:20246
CTNNB1	ENST00000441708	0	0.667567247	CTNNB1	HGNC:2514
DCUN1D1	ENST00000292782	0	0.666825512	DCUN1D1	HGNC:18184
PSMC5	ENST00000310144	0	0.666728053	PSMC5	HGNC:9552
HSP90AA1	ENST00000216281	0	0.66641846	HSP90AA1	HGNC:5253
CYTH1	ENST00000361101	0	0.666352148	CYTH1	HGNC:9501
ABHD17A	ENST00000292577	0	0.66626142	ABHD17A	HGNC:28756
NCKAP1	ENST00000361354	0	0.666020688	NCKAP1	HGNC:7666
PRPF6	ENST00000266079	0	0.665986311	PRPF6	HGNC:15860
OTUB1	ENST00000538426	0	0.665833604	OTUB1	HGNC:23077
USP7	ENST00000344836	0	0.665754199	USP7	HGNC:12630
PRKCI	ENST00000295797	0	0.665643237	PRKCI	HGNC:9404
YPEL3	ENST00000566595	0	0.665625218	YPEL3	HGNC:18327
RAB5B	ENST00000360299	0	0.665604634	RAB5B	HGNC:9784
TMCO1	ENST00000367881	0	0.665406469	TMCO1	HGNC:18188
VANGL2	ENST00000368061	0	0.665276553	VANGL2	HGNC:15511
DYNLRB1	ENST00000357156	0	0.665242347	DYNLRB1	HGNC:15468
ROMO1	ENST00000336695	0	0.664922236	ROMO1	HGNC:16185
UBE2G2	ENST00000345496	0	0.664760991	UBE2G2	HGNC:12483
PSMD2	ENST00000310118	0	0.66470267	PSMD2	HGNC:9559
EIF4E	ENST00000450253	0	0.664625214	EIF4E	HGNC:3287
NR2F1	ENST00000327111	0	0.664449654	NR2F1	HGNC:7975
TIMM13	ENST00000215570	0	0.664366551	TIMM13	HGNC:11816
PCNA	ENST00000379160	0	0.664314691	PCNA	HGNC:8729
RBBP7	ENST00000380087	0	0.664045404	RBBP7	HGNC:9890
PPIE	ENST00000324379	0	0.66393622	PPIE	HGNC:9258
TMEM230	ENST00000202834	0	0.663874736	TMEM230	HGNC:15876
PRKCG	ENST00000263431	0	0.663832484	PRKCG	HGNC:9402
YBX1	ENST00000321358	0	0.663827926	YBX1	HGNC:8014
EIF6	ENST00000374450	0	0.66374513	EIF6	HGNC:6159
NMNAT2	ENST00000287713	0	0.6636396	NMNAT2	HGNC:16789
PPP2R5E	ENST00000337537	0	0.66361205	PPP2R5E	HGNC:9313
MORF4L1	ENST00000331268	0	0.663364988	MORF4L1	HGNC:16989
MAPK14	ENST00000229794	0	0.663258306	MAPK14	HGNC:6876
NAA10	ENST00000464845	0	0.663125527	NAA10	HGNC:18704
KCTD2	ENST00000322444	0	0.663090831	KCTD2	HGNC:21294
DNAJC8	ENST00000263697	0	0.663090642	DNAJC8	HGNC:15470
NAA20	ENST00000334982	0	0.662944499	NAA20	HGNC:15908
SNX6	ENST00000362031	0	0.662879897	SNX6	HGNC:14970
KCTD10	ENST00000228495	0	0.662849466	KCTD10	HGNC:23236
TMED2	ENST00000262225	0	0.662806078	TMED2	HGNC:16996
GRIA4	ENST00000530497	0	0.66272083	GRIA4	HGNC:4574
DNAL4	ENST00000216068	0	0.662605052	DNAL4	HGNC:2955
CAPZA2	ENST00000361183	0	0.66244514	CAPZA2	HGNC:1490
RAD51	ENST00000532743	0	0.662440229	RAD51	HGNC:9817
API5	ENST00000531273	0	0.662352146	API5	HGNC:594
UBL3	ENST00000380680	0	0.662238945	UBL3	HGNC:12504
LMO3	ENST00000541846	0	0.662050525	LMO3	HGNC:6643
EDF1	ENST00000224073	0	0.661999759	EDF1	HGNC:3164
EBF2	ENST00000520164	0	0.661933852	EBF2	HGNC:19090
LAMTOR3	ENST00000499666	0	0.661714164	LAMTOR3	HGNC:15606
KAT5	ENST00000377046	0	0.661600103	KAT5	HGNC:5275
GABARAPL2	ENST00000037243	0	0.661594286	GABARAPL2	HGNC:13291
SMARCD3	ENST00000262188	0	0.661563274	SMARCD3	HGNC:11108
PSMA1	ENST00000396394	0	0.661554346	PSMA1	HGNC:9530
PSMA4	ENST00000044462	0	0.661399226	PSMA4	HGNC:9533
AP1B1	ENST00000405198	0	0.661398343	AP1B1	HGNC:554
SCN8A	ENST00000354534	0	0.661250173	SCN8A	HGNC:10596
SAR1B	ENST00000439578	0	0.661242409	SAR1B	HGNC:10535
SNRPD1	ENST00000300413	0	0.661189476	SNRPD1	HGNC:11158
RRAGC	ENST00000373001	0	0.661185672	RRAGC	HGNC:19902
SURF4	ENST00000371989	0	0.661177091	SURF4	HGNC:11476
YWHAB	ENST00000372839	0	0.660854567	YWHAB	HGNC:12849
CARM1	ENST00000327064	0	0.660765187	CARM1	HGNC:23393
CDK9	ENST00000373264	0	0.660434284	CDK9	HGNC:1780
PURA	ENST00000331327	0	0.660256718	PURA	HGNC:9701
DDX6	ENST00000526070	0	0.660231306	DDX6	HGNC:2747
CDK8	ENST00000381527	0	0.660208054	CDK8	HGNC:1779
SEPT7	ENST00000350320	0	0.66018119	SEPTIN7	HGNC:1717
MLST8	ENST00000565250	0	0.660103322	MLST8	HGNC:24825
DNAJC5	ENST00000360864	0	0.660071309	DNAJC5	HGNC:16235
CBLN4	ENST00000064571	0	0.659640739	CBLN4	HGNC:16231
STK38	ENST00000229812	0	0.659425079	STK38	HGNC:17847
EHD1	ENST00000359393	0	0.659310816	EHD1	HGNC:3242
DNM2	ENST00000355667	0	0.659277645	DNM2	HGNC:2974
PTEN	ENST00000371953	0	0.659207782	PTEN	HGNC:9588
ATG3	ENST00000283290	0	0.659076662	ATG3	HGNC:20962
MEIS1	ENST00000272369	0	0.65898447	MEIS1	HGNC:7000
POLR2C	ENST00000219252	0	0.65897465	POLR2C	HGNC:9189
SNRPN	ENST00000577565	0	0.658919057	SNRPN	HGNC:11164
UPF1	ENST00000599848	0	0.658865312	UPF1	HGNC:9962
RHOG	ENST00000533217	0	0.658779167	RHOG	HGNC:672
RAB21	ENST00000261263	0	0.658613999	RAB21	HGNC:18263
CAPZA1	ENST00000263168	0	0.658567538	CAPZA1	HGNC:1488
PAK3	ENST00000262836	0	0.658546809	PAK3	HGNC:8592
PTBP2	ENST00000426398	0	0.658381759	PTBP2	HGNC:17662
ARL1	ENST00000261636	0	0.658162247	ARL1	HGNC:692
ARGLU1	ENST00000400198	0	0.657702744	ARGLU1	HGNC:25482
VPS35	ENST00000299138	0	0.65764577	VPS35	HGNC:13487
TMEM178B	ENST00000565468	0	0.657524261	TMEM178B	HGNC:44112
GOLGA7	ENST00000357743	0	0.657461274	GOLGA7	HGNC:24876
U2AF2	ENST00000308924	0	0.657347773	U2AF2	HGNC:23156
SF3B5	ENST00000367569	0	0.657290912	SF3B5	HGNC:21083
CMIP	ENST00000537098	0	0.657278773	CMIP	HGNC:24319
RPL13	ENST00000393099	0	0.657021624	RPL13	HGNC:10303
PGAM1	ENST00000334828	0	0.657003899	PGAM1	HGNC:8888
ACTR3B	ENST00000256001	0	0.656984678	ACTR3B	HGNC:17256
UFD1L	ENST00000263202	0	0.656947088	UFD1	HGNC:12520
RAB5C	ENST00000393860	0	0.656598547	RAB5C	HGNC:9785
ATP1A1	ENST00000295598	0	0.656534918	ATP1A1	HGNC:799
CNOT11	ENST00000289382	0	0.656485641	CNOT11	HGNC:25217
RPL28	ENST00000559463	0	0.656466965	RPL28	HGNC:10330
PSMD7	ENST00000219313	0	0.656388249	PSMD7	HGNC:9565
CNBP	ENST00000422453	0	0.656258309	CNBP	HGNC:13164
DYNLT1	ENST00000367089	0	0.656125655	DYNLT1	HGNC:11697
PPIL1	ENST00000373699	0	0.655840349	PPIL1	HGNC:9260
CADPS	ENST00000383710	0	0.655788713	CADPS	HGNC:1426
PARP6	ENST00000287196	0	0.655764674	PARP6	HGNC:26921
SNRPA1	ENST00000254193	0	0.655631387	SNRPA1	HGNC:11152
PUF60	ENST00000526683	0	0.655561617	PUF60	HGNC:17042
RRM2	ENST00000304567	0	0.655475165	RRM2	HGNC:10452
HNRNPR	ENST00000374612	0	0.655358157	HNRNPR	HGNC:5047
GAR1	ENST00000226796	0	0.655316077	GAR1	HGNC:14264
GNAI3	ENST00000369851	0	0.655072616	GNAI3	HGNC:4387
PSMA5	ENST00000271308	0	0.655006969	PSMA5	HGNC:9534
ASF1A	ENST00000229595	0	0.655005054	ASF1A	HGNC:20995
SMC1A	ENST00000322213	0	0.654807089	SMC1A	HGNC:11111
CSNK1G1	ENST00000303052	0	0.654468941	CSNK1G1	HGNC:2454
RPS6KA3	ENST00000379565	0	0.65429454	RPS6KA3	HGNC:10432
GPM6A	ENST00000393658	0	0.654293477	GPM6A	HGNC:4460
EFTUD2	ENST00000591382	0	0.654160263	EFTUD2	HGNC:30858
TTLL1	ENST00000266254	0	0.65415813	TTLL1	HGNC:1312
SIAH2	ENST00000312960	0	0.654112358	SIAH2	HGNC:10858
TNPO1	ENST00000337273	0	0.653794278	TNPO1	HGNC:6401
DLG4	ENST00000399506	0	0.653644841	DLG4	HGNC:2903
DMC1	ENST00000216024	0	0.653390031	DMC1	HGNC:2927
CDC73	ENST00000367435	0	0.65338749	CDC73	HGNC:16783
MRAS	ENST00000474559	0	0.653000973	MRAS	HGNC:7227
RPE	ENST00000359429	0	0.652820089	RPE	HGNC:10293
SEPT2	ENST00000402092	0	0.652797586	SEPTIN6	HGNC:15848
GNA11	ENST00000078429	0	0.652732973	GNA11	HGNC:4379
MAP2K4	ENST00000353533	0	0.652538227	MAP2K4	HGNC:6844
CNIH2	ENST00000311445	0	0.65233692	CNIH2	HGNC:28744
ORAI2	ENST00000473939	0	0.652249766	ORAI2	HGNC:21667
COPA	ENST00000241704	0	0.652188762	COPA	HGNC:2230
CNOT1	ENST00000317147	0	0.652157762	CNOT1	HGNC:7877
CAB39	ENST00000409788	0	0.652145558	CAB39	HGNC:20292
RNF121	ENST00000361756	0	0.652124101	RNF121	HGNC:21070
TUBG2	ENST00000251412	0	0.652078345	TUBG2	HGNC:12419
AP2A2	ENST00000448903	0	0.652039128	AP2A2	HGNC:562
SEH1L	ENST00000262124	0	0.651932212	SEH1L	HGNC:30379
TNPO2	ENST00000592287	0	0.651903642	TNPO2	HGNC:19998
MSI2	ENST00000284073	0	0.651767478	MSI2	HGNC:18585
PHYHIP	ENST00000321613	0	0.651722428	PHYHIP	HGNC:16865
ATP6V1D	ENST00000216442	0	0.651662579	ATP6V1D	HGNC:13527
PPP1R14B	ENST00000309318	0	0.65159381	PPP1R14B	HGNC:9057
ARRB2	ENST00000269260	0	0.651362495	ARRB2	HGNC:712
SET	ENST00000372692	0	0.651358323	SET	HGNC:10760
PSMA3	ENST00000216455	0	0.651353222	PSMA3	HGNC:9532
ZDHHC17	ENST00000426126	0	0.651304983	ZDHHC17	HGNC:18412
SNF8	ENST00000502492	0	0.651132124	SNF8	HGNC:17028
EIF3G	ENST00000253108	0	0.650975543	EIF3G	HGNC:3274
TRAPPC2L	ENST00000301021	0	0.650872879	TRAPPC2L	HGNC:30887
SPPL3	ENST00000353487	0	0.650793831	SPPL3	HGNC:30424
UBTF	ENST00000529383	0	0.650766094	UBTF	HGNC:12511
GRIA1	ENST00000285900	0	0.65075254	GRIA1	HGNC:4571
PAK2	ENST00000327134	0	0.650700235	PAK2	HGNC:8591
SMAD1	ENST00000515385	0	0.650549951	SMAD1	HGNC:6767
FAM96B	ENST00000422424	0	0.650490996	CIAO2B	HGNC:24261
SUMO1	ENST00000392245	0	0.650482861	SUMO1	HGNC:12502
TRAPPC2	ENST00000380579	0	0.650476262	TRAPPC2	HGNC:23068
ENO1	ENST00000234590	0	0.650376277	ENO1	HGNC:3350
EZH2	ENST00000460911	0	0.650320996	EZH2	HGNC:3527
ZCRB1	ENST00000266529	0	0.650319695	ZCRB1	HGNC:29620
NR2F2	ENST00000394166	0	0.650248941	NR2F2	HGNC:7976
SNRPC	ENST00000244520	0	0.650217714	SNRPC	HGNC:11157
MAPK3	ENST00000263025	0	0.65019611	MAPK3	HGNC:6877
PEA15	ENST00000360472	0	0.650093578	PEA15	HGNC:8822
IMPDH2	ENST00000326739	0	0.650037068	IMPDH2	HGNC:6053
ENO3	ENST00000518175	0	0.650026487	ENO3	HGNC:3354
ZMAT2	ENST00000274712	0	0.649688123	ZMAT2	HGNC:26433
HNRNPK	ENST00000360384	0	0.649489159	HNRNPK	HGNC:5044
CDK2AP2	ENST00000301488	0	0.649376843	CDK2AP2	HGNC:30833
TRAPPC1	ENST00000303731	0	0.64902441	TRAPPC1	HGNC:19894
USP12	ENST00000282344	0	0.64869737	USP12	HGNC:20485
PSMG4	ENST00000438998	0	0.648514061	PSMG4	HGNC:21108
PA2G4	ENST00000303305	0	0.648411688	PA2G4	HGNC:8550
CAMK2B	ENST00000395749	0	0.648314745	CAMK2B	HGNC:1461
UBE2W	ENST00000602593	0	0.648159371	UBE2W	HGNC:25616
XPO1	ENST00000406957	0	0.647748952	XPO1	HGNC:12825
HMGB2	ENST00000446922	0	0.647644539	HMGB2	HGNC:5000
DDX19A	ENST00000302243	0	0.647561476	DDX19A	HGNC:25628
MAP4K4	ENST00000347699	0	0.647514624	MAP4K4	HGNC:6866
LSM4	ENST00000593829	0	0.647488959	LSM4	HGNC:17259
HSPA1B	ENST00000375650	0	0.647484323	HSPA1B	HGNC:5233
ASNA1	ENST00000357332	0	0.647444897	GET3	HGNC:752
WDR45B	ENST00000392325	0	0.647401154	WDR45B	HGNC:25072
KLC1	ENST00000348520	0	0.647342349	KLC1	HGNC:6387
ZCCHC24	ENST00000372336	0	0.647266064	ZCCHC24	HGNC:26911
TSN	ENST00000389682	0	0.647248335	TSN	HGNC:12379
HNRNPH3	ENST00000265866	0	0.647248075	HNRNPH3	HGNC:5043
ERGIC3	ENST00000348547	0	0.647215527	ERGIC3	HGNC:15927
PDE6G	ENST00000571004	0	0.64720222	PDE6G	HGNC:8789
CNRIP1	ENST00000263655	0	0.647172806	CNRIP1	HGNC:24546
UBE2R2	ENST00000263228	0	0.646835726	UBE2R2	HGNC:19907
ORMDL3	ENST00000394169	0	0.646616812	ORMDL3	HGNC:16038
RAB39B	ENST00000369454	0	0.646555751	RAB39B	HGNC:16499
ELAVL4	ENST00000371821	0	0.646462476	ELAVL4	HGNC:3315
FGF18	ENST00000274625	0	0.646354529	FGF18	HGNC:3674
PELI2	ENST00000267460	0	0.646310849	PELI2	HGNC:8828
CKM	ENST00000221476	0	0.64625638	CKM	HGNC:1994
FZD2	ENST00000315323	0	0.646220994	FZD2	HGNC:4040
ZC4H2	ENST00000374839	0	0.646109846	ZC4H2	HGNC:24931
SIX6	ENST00000327720	0	0.645987213	SIX6	HGNC:10892
POLR3A	ENST00000372371	0	0.645930546	POLR3A	HGNC:30074
CBX5	ENST00000550411	0	0.645923419	CBX5	HGNC:1555
TNKS	ENST00000310430	0	0.645732935	TNKS	HGNC:11941
SPCS2	ENST00000263672	0	0.645625816	SPCS2	HGNC:28962
CDC42SE2	ENST00000505065	0	0.645620889	CDC42SE2	HGNC:18547
CLIC4	ENST00000374379	0	0.64526158	CLIC4	HGNC:13518
UNC13A	ENST00000519716	0	0.645191468	UNC13A	HGNC:23150
KCNN2	ENST00000264773	0	0.645161726	KCNN2	HGNC:6291
HSPD1	ENST00000345042	0	0.64512816	HSPD1	HGNC:5261
SIX2	ENST00000303077	0	0.644966098	SIX2	HGNC:10888
PRKG1	ENST00000401604	0	0.644935906	PRKG1	HGNC:9414
EIF3D	ENST00000405442	0	0.64485986	EIF3D	HGNC:3278
HMGB3	ENST00000448905	0	0.644755119	HMGB3	HGNC:5004
UBE2H	ENST00000355621	0	0.644754945	UBE2H	HGNC:12484
RAB18	ENST00000356940	0	0.644679099	RAB18	HGNC:14244
DNM1L	ENST00000549701	0	0.644446704	DNM1L	HGNC:2973
ACTL6A	ENST00000429709	0	0.644315714	ACTL6A	HGNC:24124
RRAGB	ENST00000262850	0	0.644311532	RRAGB	HGNC:19901
VSNL1	ENST00000406397	0	0.644300167	VSNL1	HGNC:12722
LDB1	ENST00000425280	0	0.644289171	LDB1	HGNC:6532
REEP1	ENST00000165698	0	0.644232114	REEP1	HGNC:25786
VPS26A	ENST00000263559	0	0.644227649	VPS26A	HGNC:12711
NEDD8	ENST00000250495	0	0.644193968	NEDD8	HGNC:7732
KCTD5	ENST00000301738	0	0.644102937	KCTD5	HGNC:21423
ELAVL3	ENST00000359227	0	0.644092746	ELAVL3	HGNC:3314
FXR1	ENST00000357559	0	0.644001678	FXR1	HGNC:4023
USP46	ENST00000441222	0	0.643943931	USP46	HGNC:20075
YIPF4	ENST00000238831	0	0.643861558	YIPF4	HGNC:28145
ERCC3	ENST00000285398	0	0.643767214	ERCC3	HGNC:3435
H2AFY	ENST00000510038	0	0.64367381	MACROH2A1	HGNC:4740
