HGNC ID	Status	Approved symbol	Approved name	Previous symbol
HGNC:51498	Approved	ACTG1P18	actin gamma 1 pseudogene 18	
HGNC:51499	Approved	ACTG1P19	actin gamma 1 pseudogene 19	
HGNC:51500	Approved	ACTG1P20	actin gamma 1 pseudogene 20	
HGNC:51501	Approved	ACTG1P21	actin gamma 1 pseudogene 21	
HGNC:51502	Approved	ACTG1P22	actin gamma 1 pseudogene 22	
HGNC:51503	Approved	ACTG1P23	actin gamma 1 pseudogene 23	
HGNC:49661	Approved	ACTG1P24	actin gamma 1 pseudogene 24	POTENP
HGNC:54872	Approved	ACTG1P25	actin gamma 1 pseudogene 25	
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	ACTL3
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	ACTA3
HGNC:158	Entry Withdrawn	ACTL4	actin-like 4	
HGNC:159	Entry Withdrawn	ACTL5	actin-like 5	
HGNC:24124	Approved	ACTL6A	actin like 6A	
HGNC:160	Approved	ACTL6B	actin like 6B	ACTL6
HGNC:161	Approved	ACTL7A	actin like 7A	
HGNC:162	Approved	ACTL7B	actin like 7B	
HGNC:24018	Approved	ACTL8	actin like 8	
HGNC:28494	Approved	ACTL9	actin like 9	
HGNC:16127	Approved	ACTL10	actin like 10	C20orf134
HGNC:44626	Approved	ACTL11P	actin like 11, pseudogene	ACTBP13
HGNC:24758	Approved	ACTMAP	actin maturation protease	C19orf54
HGNC:163	Approved	ACTN1	actinin alpha 1	
HGNC:20131	Approved	ACTN1-DT	ACTN1 divergent transcript	C14orf84
HGNC:20131	Approved	ACTN1-DT	ACTN1 divergent transcript	ACTN1-AS1
HGNC:164	Approved	ACTN2	actinin alpha 2	
HGNC:165	Approved	ACTN3	actinin alpha 3	
HGNC:166	Approved	ACTN4	actinin alpha 4	FSGS1
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1	
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2	
HGNC:51621	Approved	ACTP1	actin family pseudogene 1	
HGNC:167	Approved	ACTR1A	actin related protein 1A	
HGNC:54703	Approved	ACTR1AP1	ACTR1A pseudogene 1	
HGNC:168	Approved	ACTR1B	actin related protein 1B	CTRN2
HGNC:169	Approved	ACTR2	actin related protein 2	
HGNC:56978	Approved	ACTR2P1	ACTR2 pseudogene 1	
HGNC:57006	Approved	ACTR2P2	ACTR2 pseudogene 2	
HGNC:170	Approved	ACTR3	actin related protein 3	
HGNC:53965	Approved	ACTR3-AS1	ACTR3 antisense RNA 1	
HGNC:17256	Approved	ACTR3B	actin related protein 3B	
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1	
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2	
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3	
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4	
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5	
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6	
HGNC:54971	Approved	ACTR3BP7	ACTR3B pseudogene 7	
HGNC:37282	Approved	ACTR3C	actin related protein 3C	
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1	
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2	
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3	
HGNC:14671	Approved	ACTR5	actin related protein 5	
HGNC:24025	Approved	ACTR6	actin related protein 6	
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1	
HGNC:14672	Approved	ACTR8	actin related protein 8	
HGNC:17372	Approved	ACTR10	actin related protein 10	
HGNC:24027	Approved	ACTRT1	actin related protein T1	
HGNC:55127	Approved	ACTRT1P1	ACTRT1 pseudogene 1	
HGNC:24026	Approved	ACTRT2	actin related protein T2	
HGNC:24022	Approved	ACTRT3	actin related protein T3	
HGNC:171	Approved	ACVR1	activin A receptor type 1	ACVRLK2
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	ACVRLK4
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C	
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	ACVR2
HGNC:174	Approved	ACVR2B	activin A receptor type 2B	
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1	
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ACVRLK1
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ORW2
HGNC:177	Approved	ACY1	aminoacylase 1	
HGNC:24104	Approved	ACY3	aminoacylase 3	
HGNC:179	Approved	ACYP1	acylphosphatase 1	
HGNC:180	Approved	ACYP2	acylphosphatase 2	
HGNC:185	Entry Withdrawn	AD5	Alzheimer disease 5	
HGNC:186	Approved	ADA	adenosine deaminase	
HGNC:1839	Approved	ADA2	adenosine deaminase 2	IDGFL
HGNC:1839	Approved	ADA2	adenosine deaminase 2	CECR1
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1	
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2	
HGNC:31853	Approved	ADAL	adenosine deaminase like	
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	FTNB
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7	
HGNC:56152	Approved	ADAM7-AS1	ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1	
HGNC:56153	Approved	ADAM7-AS2	ADAM7 antisense RNA 2	
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8	
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	CORD9
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10	
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	MDC
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12	
HGNC:43841	Entry Withdrawn	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)	
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15	
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	TACE
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18	
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19	
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20	
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21	
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22	
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23	
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28	
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29	
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30	
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32	
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	C20orf153
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1	
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3	
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4	
HGNC:56992	Approved	ADAMTS7P5	ADAMTS7 pseudogene 5	
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	
HGNC:55548	Approved	ADAMTS16-DT	ADAMTS16 divergent transcript	
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	C9orf94
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2	
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3	
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	TSRC1
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138
HGNC:40895	Approved	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	THSD6
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	CENTA1
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	CENTA2
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	IFI4
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	G1P1
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1	
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)	
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	NCRNA00168
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1	
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	DEADC1
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3	
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1	
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2	
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5	
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1	
HGNC:232	Approved	ADCY1	adenylate cyclase 1	DFNB44
HGNC:233	Approved	ADCY2	adenylate cyclase 2	
HGNC:234	Approved	ADCY3	adenylate cyclase 3	
HGNC:235	Approved	ADCY4	adenylate cyclase 4	
HGNC:236	Approved	ADCY5	adenylate cyclase 5	
HGNC:237	Approved	ADCY6	adenylate cyclase 6	
HGNC:53332	Approved	ADCY6-DT	ADCY6 divergent transcript	
HGNC:238	Approved	ADCY7	adenylate cyclase 7	
HGNC:239	Approved	ADCY8	adenylate cyclase 8	ADCY3
HGNC:240	Approved	ADCY9	adenylate cyclase 9	
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1	
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	
HGNC:243	Approved	ADD1	adducin 1	
HGNC:244	Approved	ADD2	adducin 2	
HGNC:245	Approved	ADD3	adducin 3	ADDL
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1	
HGNC:247	Entry Withdrawn	ADFN	albinism-deafness syndrome	
HGNC:21212	Approved	ADGB	androglobin	C6orf103
HGNC:55654	Approved	ADGB-DT	ADGB divergent transcript	
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	GPR123
HGNC:49543	Approved	ADGRA1-AS1	ADGRA1 antisense RNA 1	GPR123-AS1
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	GPR124
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	GPR125
HGNC:55918	Approved	ADGRA3P1	ADGRA3 pseudogene 1	
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	BAI1
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	BAI2
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	BAI3
HGNC:55774	Approved	ADGRB3-DT	ADGRB3 divergent transcript	
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	GPR133
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1	
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	GPR144
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	EMR1
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	EMR2
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	EMR3
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	GPR127
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	EMR4
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	EMR4P
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	CD97
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	GPR110
HGNC:18991	Approved	ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene	GPR111
HGNC:18991	Approved	ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene	ADGRF2
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	GPR113
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	GPR115
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	GPR116
HGNC:40864	Approved	ADGRF5-AS1	ADGRF5 antisense RNA 1	
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	GPR116P1
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	GPR116P2
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	GPR56
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2	GPR64
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	GPR97
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4	GPR112
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	GPR114
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	GPR126
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	GPR128
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	LPHN1
HGNC:55309	Approved	ADGRL1-AS1	ADGRL1 antisense RNA 1	
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	LPHH1
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	LPHN2
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	LPHN3
HGNC:50604	Approved	ADGRL3-AS1	ADGRL3 antisense RNA 1	LPHN3-AS1
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	ELTD1
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	USH2C
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	MASS1
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	GPR98
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH
HGNC:254	Entry Withdrawn	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	
HGNC:22976	Approved	ADH5P2	ADH5 pseudogene 2	
HGNC:22991	Approved	ADH5P3	ADH5 pseudogene 3	
HGNC:21377	Approved	ADH5P4	ADH5 pseudogene 4	ADH5B
HGNC:54523	Approved	ADH5P5	ADH5 pseudogene 5	
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)	
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase iron containing 1	
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1	
HGNC:52339	Approved	ADI1P1	acireductone dioxygenase 1 pseudogene 1	
HGNC:52340	Approved	ADI1P2	acireductone dioxygenase 1 pseudogene 2	
HGNC:52341	Approved	ADI1P3	acireductone dioxygenase 1 pseudogene 3	
HGNC:28606	Approved	ADIG	adipogenin	
HGNC:56273	Approved	ADIPINT	adipocyte associated pyruvate carboxylase interacting lncRNA	
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC
HGNC:40648	Approved	ADIPOQ-AS1	ADIPOQ antisense RNA 1	
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1	
HGNC:44910	Approved	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	
HGNC:44911	Approved	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2	
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor	C10orf116
HGNC:45127	Approved	ADIRF-AS1	ADIRF antisense RNA 1	
HGNC:15873	Approved	ADISSP	adipose secreted signaling protein	C20orf27
HGNC:257	Approved	ADK	adenosine kinase	
HGNC:259	Approved	ADM	adrenomedullin	
HGNC:55516	Approved	ADM-DT	ADM divergent transcript	
HGNC:28898	Approved	ADM2	adrenomedullin 2	
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)	C19orf76
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox	
HGNC:51227	Approved	ADNP-AS1	ADNP antisense RNA 1	
HGNC:23803	Approved	ADNP2	ADNP homeobox 2	ZNF508
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase	C10orf22
HGNC:262	Approved	ADORA1	adenosine A1 receptor	
HGNC:263	Approved	ADORA2A	adenosine A2a receptor	ADORA2
HGNC:37122	Approved	ADORA2A-AS1	ADORA2A antisense RNA 1	C22orf45
HGNC:264	Approved	ADORA2B	adenosine A2b receptor	
HGNC:265	Approved	ADORA2BP1	adenosine A2b receptor pseudogene 1	ADORA2BP
HGNC:266	Entry Withdrawn	ADORA2L1	adenosine A2 receptor-like 1	ADORA2L
HGNC:267	Entry Withdrawn	ADORA2L2	adenosine A2 receptor-like 2	
HGNC:268	Approved	ADORA3	adenosine A3 receptor	
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase	
HGNC:44144	Approved	ADPGK-AS1	ADPGK antisense RNA 1	
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase	
HGNC:21303	Approved	ADPRHL1	ADP-ribosylhydrolase like 1	
HGNC:30925	Approved	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	C17orf48
HGNC:21304	Approved	ADPRS	ADP-ribosylserine hydrolase	ADPRHL2
HGNC:277	Approved	ADRA1A	adrenoceptor alpha 1A	ADRA1C
HGNC:278	Approved	ADRA1B	adrenoceptor alpha 1B	
HGNC:280	Approved	ADRA1D	adrenoceptor alpha 1D	
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A	ADRA2
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A	ADRA2R
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B	ADRA2L1
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B	ADRA2RL1
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C	ADRA2L2
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C	ADRA2RL2
HGNC:285	Approved	ADRB1	adrenoceptor beta 1	ADRB1R
HGNC:286	Approved	ADRB2	adrenoceptor beta 2	ADRB2R
HGNC:288	Approved	ADRB3	adrenoceptor beta 3	
HGNC:15759	Approved	ADRM1	ADRM1 26S proteasome ubiquitin receptor	
HGNC:291	Approved	ADSL	adenylosuccinate lyase	
HGNC:20093	Approved	ADSS1	adenylosuccinate synthase 1	ADSSL1
HGNC:292	Approved	ADSS2	adenylosuccinate synthase 2	ADSS
HGNC:293	Entry Withdrawn	ADT	ADT unknown	
HGNC:21214	Approved	ADTRP	androgen dependent TFPI regulating protein	C6orf105
HGNC:303	Approved	AEBP1	AE binding protein 1	
HGNC:24051	Approved	AEBP2	AE binding protein 2	
HGNC:25722	Approved	AEN	apoptosis enhancing nuclease	ISG20L1
HGNC:309	Entry Withdrawn	AF8T	AF8 temperature sensitivity complementing	
HGNC:310	Entry Withdrawn	AFA	ankyloblepharon filiforme adnatum	
HGNC:24017	Approved	AFAP1	actin filament associated protein 1	
HGNC:28141	Approved	AFAP1-AS1	AFAP1 antisense RNA 1	AFAP1AS
HGNC:28141	Approved	AFAP1-AS1	AFAP1 antisense RNA 1	AFAP1-AS
HGNC:26714	Approved	AFAP1L1	actin filament associated protein 1 like 1	
HGNC:25901	Approved	AFAP1L2	actin filament associated protein 1 like 2	KIAA1914
HGNC:312	Entry Withdrawn	AFD1	acrofacial dysostosis 1, Nager type	
HGNC:7137	Approved	AFDN	afadin, adherens junction formation factor	MLLT4
HGNC:21236	Approved	AFDN-DT	AFDN divergent transcript	C6orf124
HGNC:21236	Approved	AFDN-DT	AFDN divergent transcript	MLLT4-AS1
HGNC:21236	Approved	AFDN-DT	AFDN divergent transcript	AFDN-AS1
HGNC:7135	Approved	AFF1	ALF transcription elongation factor 1	PBM1
HGNC:7135	Approved	AFF1	ALF transcription elongation factor 1	MLLT2
HGNC:53447	Approved	AFF1-AS1	AFF1 antisense RNA 1	
HGNC:3776	Approved	AFF2	ALF transcription elongation factor 2	FMR2
HGNC:41334	Approved	AFF2-IT1	AFF2 intronic transcript 1	
HGNC:6473	Approved	AFF3	ALF transcription elongation factor 3	LAF4
HGNC:17869	Approved	AFF4	ALF transcription elongation factor 4	
HGNC:55235	Approved	AFF4-DT	AFF4 divergent transcript	
HGNC:56526	Approved	AFF4P1	AFF4 pseudogene 1	
HGNC:16411	Approved	AFG1L	AFG1 like ATPase	LACE1
HGNC:18119	Approved	AFG2A	AFG2 AAA ATPase homolog A	SPATA5
HGNC:28762	Approved	AFG2B	AFG2 AAA ATPase homolog B	SPATA5L1
HGNC:314	Approved	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3
HGNC:314	Approved	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3L1
HGNC:315	Approved	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SCA28
HGNC:24169	Approved	AFG3L2P1	AFG3L2 pseudogene 1	AFG3L2P
HGNC:316	Approved	AFM	afamin	
HGNC:20910	Approved	AFMID	arylformamidase	
HGNC:317	Approved	AFP	alpha fetoprotein	HPAFP
HGNC:25951	Approved	AFTPH	aftiphilin	
HGNC:52788	Approved	AFTPH-DT	AFTPH divergent transcript	
HGNC:318	Approved	AGA	aspartylglucosaminidase	
HGNC:27730	Approved	AGA-DT	AGA divergent transcript	
HGNC:16922	Approved	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2
HGNC:41427	Approved	AGAP1-IT1	AGAP1 intronic transcript 1	
HGNC:16921	Approved	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1
HGNC:48633	Approved	AGAP2-AS1	AGAP2 antisense RNA 1	
HGNC:16923	Approved	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	AGAP8
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF5
HGNC:23467	Approved	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2
HGNC:23466	Approved	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3
HGNC:23465	Approved	AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	CTGLF4
