gene	pHaplo	Approved_Symbol	HGNC_ID
THRAP3	0.984783627864247	THRAP3	HGNC:22964
ARIH1	0.986517704450513	ARIH1	HGNC:689
NUMBL	0.771805545562768	NUMBL	HGNC:8061
XRCC5	0.996038967048558	XRCC5	HGNC:12833
MYCBP2	0.996017996332989	MYCBP2	HGNC:23386
NXN	0.996014212089863	NXN	HGNC:18008
PSME3	0.654899071277772	PSME3	HGNC:9570
MTA2	0.861226673167159	MTA2	HGNC:7411
ATXN1L	0.713138582762702	ATXN1L	HGNC:33279
TGFB3	0.995915594450795	TGFB3	HGNC:11769
TCF4	0.995867008223595	TCF4	HGNC:11634
HMGCS2	0.274755536296791	HMGCS2	HGNC:5008
PAIP2	0.454423580171312	PAIP2	HGNC:17970
DGCR8	0.79762781257835	DGCR8	HGNC:2847
ATXN7L3	0.901105457836445	ATXN7L3	HGNC:25416
KSR2	0.993888825663367	KSR2	HGNC:18610
COPS2	0.974842750659531	COPS2	HGNC:30747
MAP3K3	0.963749778357942	MAP3K3	HGNC:6855
CDC25B	0.781357764632896	CDC25B	HGNC:1726
NCKAP1	0.995763233101224	NCKAP1	HGNC:7666
TUBB2A	0.93306144674006	TUBB2A	HGNC:12412
SRRT	0.661171326037504	SRRT	HGNC:24101
GLYR1	0.9816671990754	GLYR1	HGNC:24434
COPS6	0.524575589773002	COPS6	HGNC:21749
NEURL4	0.817606612291528	NEURL4	HGNC:34410
ZMYND11	0.995677776040881	ZMYND11	HGNC:16966
YWHAG	0.693937734601134	YWHAG	HGNC:12852
FXR1	0.995656181784396	FXR1	HGNC:4023
KIAA1671	0.787288994970308	KIAA1671	HGNC:29345
BCL11A	0.995645194511857	BCL11A	HGNC:13221
DDX17	0.99288653859838	DDX17	HGNC:2740
DCAF5	0.995626669730161	DCAF5	HGNC:20224
COL4A2	0.962056872371219	COL4A2	HGNC:2203
BCL11B	0.995606396187207	BCL11B	HGNC:13222
USP7	0.995585598755647	USP7	HGNC:12630
BNC2	0.995578663915354	BNC2	HGNC:30988
TFAP2C	0.99557469811088	TFAP2C	HGNC:11744
SNRPA1	0.995570383719979	SNRPA1	HGNC:11152
RBBP6	0.995559382436165	RBBP6	HGNC:9889
AGAP1	0.99554729787818	AGAP1	HGNC:16922
HNRNPK	0.99553310494437	HNRNPK	HGNC:5044
SYNCRIP	0.992124519604779	SYNCRIP	HGNC:16918
XPO7	0.991858382934576	XPO7	HGNC:14108
FOXF2	0.99550118887456	FOXF2	HGNC:3810
ZNF608	0.995470108196004	ZNF608	HGNC:29238
SNW1	0.939054992324357	SNW1	HGNC:16696
SCN5A	0.982187776606423	SCN5A	HGNC:10593
RGS12	0.884790666852126	RGS12	HGNC:9994
SMARCA5	0.993891273638654	SMARCA5	HGNC:11101
PPP1R10	0.973939741502575	PPP1R10	HGNC:9284
CDX2	0.917290643809513	CDX2	HGNC:1806
PSMA5	0.547173509379032	PSMA5	HGNC:9534
SON	0.995381560730379	SON	HGNC:11183
MAML1	0.97507965825419	MAML1	HGNC:13632
IPO9	0.958436203265689	IPO9	HGNC:19425
SLC6A3	0.995357135941413	SLC6A3	HGNC:11049
ARID5B	0.995354721587368	ARID5B	HGNC:17362
TAOK2	0.561705302203979	TAOK2	HGNC:16835
PPP2R1A	0.930870208984166	PPP2R1A	HGNC:9302
EDNRA	0.955128216342804	EDNRA	HGNC:3179
AXIN1	0.804217313377791	AXIN1	HGNC:903
TLE4	0.995297692316802	TLE4	HGNC:11840
WHSC1	0.99528727797659	NSD2	HGNC:12766
HDAC4	0.995279314630347	HDAC4	HGNC:14063
MAN1A2	0.696679584642259	MAN1A2	HGNC:6822
NMT1	0.857310509553882	NMT1	HGNC:7857
PIK3CA	0.995215692981123	PIK3CA	HGNC:8975
UHRF2	0.995201458841199	UHRF2	HGNC:12557
IGSF9B	0.991523000976215	IGSF9B	HGNC:32326
SYVN1	0.515568821343794	SYVN1	HGNC:20738
ATP2B2	0.989293414501291	ATP2B2	HGNC:815
MEIS2	0.995106890581099	MEIS2	HGNC:7001
KDM5A	0.995082812564053	KDM5A	HGNC:9886
LHX5	0.993426335386084	LHX5	HGNC:14216
XPO5	0.967135875013809	XPO5	HGNC:17675
BIRC6	0.995063859092139	BIRC6	HGNC:13516
COL12A1	0.995061690897365	COL12A1	HGNC:2188
SFMBT2	0.995057938801042	SFMBT2	HGNC:20256
DNM2	0.911374408296122	DNM2	HGNC:2974
PACS1	0.718213922787455	PACS1	HGNC:30032
RRM1	0.995028760726749	RRM1	HGNC:10451
TIAL1	0.9950262856188	TIAL1	HGNC:11804
BHLHE40	0.995012397461613	BHLHE40	HGNC:1046
ATP2B1	0.992844244319403	ATP2B1	HGNC:814
SMAD1	0.984577266906325	SMAD1	HGNC:6767
RIT1	0.0915388985394556	RIT1	HGNC:10023
PHIP	0.994981067715561	PHIP	HGNC:15673
TERT	0.994973147990873	TERT	HGNC:11730
ANKRD17	0.994961152791637	ANKRD17	HGNC:23575
ANKRD62	0.353161423042421	ANKRD62	HGNC:35241
CDYL	0.994922752384015	CDYL	HGNC:1811
EWSR1	0.990893296645107	EWSR1	HGNC:3508
PHF2	0.885835428893568	PHF2	HGNC:8920
KIAA0947	0.994903573522149	ICE1	HGNC:29154
MINK1	0.973512162132882	MINK1	HGNC:17565
DOCK2	0.994900812940596	DOCK2	HGNC:2988
GNAO1	0.939929039409492	GNAO1	HGNC:4389
ABCC9	0.65299112147333	ABCC9	HGNC:60
NRF1	0.94290658536353	NRF1	HGNC:7996
KPNA4	0.974232960827762	KPNA4	HGNC:6397
PPP4C	0.336198632000033	PPP4C	HGNC:9319
MORC3	0.994825431278805	MORC3	HGNC:23572
ETV5	0.994806898591532	ETV5	HGNC:3494
KAT6A	0.994757683518274	KAT6A	HGNC:13013
IPO5	0.994717692296234	IPO5	HGNC:6402
AP1B1	0.845483899131216	AP1B1	HGNC:554
MNX1	0.994685594436766	MNX1	HGNC:4979
UBE2Z	0.914079073152325	UBE2Z	HGNC:25847
CDC42BPB	0.99468116429398	CDC42BPB	HGNC:1738
SEC24C	0.942031781158102	SEC24C	HGNC:10705
AUTS2	0.994625794102292	AUTS2	HGNC:14262
NCOA2	0.993972298397814	NCOA2	HGNC:7669
GSPT1	0.990538945268748	GSPT1	HGNC:4621
PLCL2	0.994591853694628	PLCL2	HGNC:9064
SAMD4B	0.924900454275375	SAMD4B	HGNC:25492
FRMD4A	0.994540523995219	FRMD4A	HGNC:25491
EIF3A	0.994540355050028	EIF3A	HGNC:3271
PAX7	0.95251365642725	PAX7	HGNC:8621
SMEK1	0.994535103719961	PPP4R3A	HGNC:20219
MAP3K4	0.994501290601941	MAP3K4	HGNC:6856
HIVEP1	0.994496883704175	HIVEP1	HGNC:4920
NPTX2	0.336878332186674	NPTX2	HGNC:7953
RAB1B	0.248581031900191	RAB1B	HGNC:18370
AJAP1	0.99444211651132	AJAP1	HGNC:30801
CSRNP2	0.63872977759551	CSRNP2	HGNC:16006
GNB2L1	0.99442172931045	RACK1	HGNC:4399
CACNA1G	0.994421189992191	CACNA1G	HGNC:1394
NR2F1	0.9944126583088	NR2F1	HGNC:7975
THRB	0.982706656490117	THRB	HGNC:11799
ATP13A1	0.870293268483036	ATP13A1	HGNC:24215
TBR1	0.987120896150854	TBR1	HGNC:11590
BACH2	0.962652265981649	BACH2	HGNC:14078
ZFHX4	0.994349568689768	ZFHX4	HGNC:30939
NUP153	0.994343692255139	NUP153	HGNC:8062
TCF7L2	0.994325249484766	TCF7L2	HGNC:11641
RAPGEF2	0.994320870447177	RAPGEF2	HGNC:16854
DOCK9	0.994313116560918	DOCK9	HGNC:14132
POLR2E	0.240756166238765	POLR2E	HGNC:9192
ARHGEF7	0.994287052836919	ARHGEF7	HGNC:15607
ARNTL	0.994282179967701	BMAL1	HGNC:701
PPP1CC	0.954184232099128	PPP1CC	HGNC:9283
SETD2	0.994271229214488	SETD2	HGNC:18420
MTMR12	0.924793679879581	MTMR12	HGNC:18191
UBR2	0.969677429186097	UBR2	HGNC:21289
ARHGAP21	0.994192935650273	ARHGAP21	HGNC:23725
DPYSL2	0.977244778515142	DPYSL2	HGNC:3014
CREB1	0.963351164746914	CREB1	HGNC:2345
ACTR1A	0.886623799927889	ACTR1A	HGNC:167
RQCD1	0.964100570357702	CNOT9	HGNC:10445
PLAGL2	0.894921087443003	PLAGL2	HGNC:9047
SALL1	0.994075728965419	SALL1	HGNC:10524
RCOR1	0.97302485848658	RCOR1	HGNC:17441
LBX1	0.862625756384869	LBX1	HGNC:16960
ERG	0.994052822887863	ERG	HGNC:3446
AP2M1	0.936649983724133	AP2M1	HGNC:564
TOP2B	0.994009781513232	TOP2B	HGNC:11990
OSBP	0.898682832949136	OSBP	HGNC:8503
NR6A1	0.993983055158063	NR6A1	HGNC:7985
LMOD2	0.51017506452899	LMOD2	HGNC:6648
SP1	0.818812744750802	SP1	HGNC:11205
GRIA2	0.910120805731902	GRIA2	HGNC:4572
OGDH	0.840252011851961	OGDH	HGNC:8124
SND1	0.993808754392077	SND1	HGNC:30646
RNF40	0.529354870708964	RNF40	HGNC:16867
GATA3	0.993805985516878	GATA3	HGNC:4172
FEZF1	0.989071378840362	FEZF1	HGNC:22788
CHD9	0.993774847985625	CHD9	HGNC:25701
KDR	0.887611674575079	KDR	HGNC:6307
KCNH7	0.8603363017929	KCNH7	HGNC:18863
SCRT2	0.993687003209203	SCRT2	HGNC:15952
STIP1	0.599192760311468	STIP1	HGNC:11387
PCF11	0.993622546498184	PCF11	HGNC:30097
DPYSL5	0.94638394135475	DPYSL5	HGNC:20637
DCAF15	0.777978980931002	DCAF15	HGNC:25095
ZIC2	0.993555107865061	ZIC2	HGNC:12873
CPEB4	0.993534749112825	CPEB4	HGNC:21747
NAA25	0.993534395602037	NAA25	HGNC:25783
EIF4G2	0.99350776087247	EIF4G2	HGNC:3297
BAIAP2L1	0.513263547928491	BAIAP2L1	HGNC:21649
SAFB	0.993486024230637	SAFB	HGNC:10520
RICTOR	0.993483096598654	RICTOR	HGNC:28611
FBXL14	0.993478635730974	FBXL14	HGNC:28624
PAX2	0.99346409258648	PAX2	HGNC:8616
PSMA1	0.993430685458285	PSMA1	HGNC:9530
PLXNA4	0.993421924310631	PLXNA4	HGNC:9102
STRBP	0.989910237743591	STRBP	HGNC:16462
PTPRD	0.993408729897988	PTPRD	HGNC:9668
AKT1	0.712983821512667	AKT1	HGNC:391
HOXA13	0.993364818655335	HOXA13	HGNC:5102
TAOK1	0.967695761470419	TAOK1	HGNC:29259
FSTL3	0.789346753482681	FSTL3	HGNC:3973
CTR9	0.993301152663854	CTR9	HGNC:16850
SLC22A23	0.993299334763136	SLC22A23	HGNC:21106
PDPK1	0.669508114435785	PDPK1	HGNC:8816
CIC	0.953504133102557	CIC	HGNC:14214
ZC3H12C	0.993255993912483	ZC3H12C	HGNC:29362
PAK2	0.963156551269695	PAK2	HGNC:8591
IPO7	0.993190897645278	IPO7	HGNC:9852
ASAP1	0.993186378097884	ASAP1	HGNC:2720
ARFGEF2	0.987657874889467	ARFGEF2	HGNC:15853
JMJD1C	0.993162855163305	JMJD1C	HGNC:12313
GATA6	0.993144172674303	GATA6	HGNC:4174
KIAA1468	0.99307315401175	RELCH	HGNC:29289
COL4A1	0.993067671910883	COL4A1	HGNC:2202
UBE3C	0.993059862526027	UBE3C	HGNC:16803
TTBK1	0.816563799491401	TTBK1	HGNC:19140
SART1	0.402079036878393	SART1	HGNC:10538
RBM26	0.993009210818996	RBM26	HGNC:20327
NOS1	0.993008887695008	NOS1	HGNC:7872
OTX2	0.992991447983026	OTX2	HGNC:8522
CUX2	0.992990852150388	CUX2	HGNC:19347
ATAD2B	0.992981294251038	ATAD2B	HGNC:29230
KMT2B	0.958540264458208	KMT2B	HGNC:15840
SUN1	0.753336412869949	SUN1	HGNC:18587
DMRT1	0.992964715897852	DMRT1	HGNC:2934
DAZAP1	0.838804945369283	DAZAP1	HGNC:2683
CNOT3	0.992910134208298	CNOT3	HGNC:7879
DLG1	0.992896325509984	DLG1	HGNC:2900
ZC3H10	0.235940758621367	ZC3H10	HGNC:25893
ZFC3H1	0.992839843360419	ZFC3H1	HGNC:28328
CTNND1	0.924698905687253	CTNND1	HGNC:2515
CDK6	0.985772616369018	CDK6	HGNC:1777
TCP1	0.992816210818483	TCP1	HGNC:11655
GRHL2	0.992814312936987	GRHL2	HGNC:2799
FLT4	0.992800897277689	FLT4	HGNC:3767
TRIB2	0.992793730702435	TRIB2	HGNC:30809
HMGCR	0.910535870655561	HMGCR	HGNC:5006
NCDN	0.92267234937864	NCDN	HGNC:17597
SMOX	0.703863507593701	SMOX	HGNC:15862
ADCY2	0.99275950025943	ADCY2	HGNC:233
RBM33	0.992733242189278	RBM33	HGNC:27223
HOXC13	0.903438998045217	HOXC13	HGNC:5125
TEAD1	0.99272531584949	TEAD1	HGNC:11714
CABIN1	0.563660025460166	CABIN1	HGNC:24187
DNMT1	0.979264169269374	DNMT1	HGNC:2976
ING1	0.621493279446728	ING1	HGNC:6062
MACF1	0.992674700287355	MACF1	HGNC:13664
ALDH1A3	0.992667857797908	ALDH1A3	HGNC:409
RUNX2	0.992655378348577	RUNX2	HGNC:10472
NLGN2	0.97394048073939	NLGN2	HGNC:14290
GABRB3	0.697190789765002	GABRB3	HGNC:4083
MATR3	0.970824437907357	MATR3	HGNC:6912
MAP4K4	0.965992436854352	MAP4K4	HGNC:6866
TJP1	0.992598071375454	TJP1	HGNC:11827
NCOA1	0.992597164384186	NCOA1	HGNC:7668
ZC3H11A	0.970709780362052	ZC3H11A	HGNC:29093
PPP1R9B	0.831768122881011	PPP1R9B	HGNC:9298
ZNF217	0.992545294732742	ZNF217	HGNC:13009
SRGAP3	0.992536211804777	SRGAP3	HGNC:19744
GNAQ	0.986611931228792	GNAQ	HGNC:4390
CPSF7	0.842803024786067	CPSF7	HGNC:30098
UPF2	0.992513082877036	UPF2	HGNC:17854
MLLT10	0.992479822773107	MLLT10	HGNC:16063
NSMCE2	0.817798158341947	NSMCE2	HGNC:26513
MAEA	0.569543243377369	MAEA	HGNC:13731
WBP11	0.992454790341415	WBP11	HGNC:16461
PRMT5	0.660280214467914	PRMT5	HGNC:10894
RAD21	0.992423793416091	RAD21	HGNC:9811
HDAC9	0.992390504405114	HDAC9	HGNC:14065
EXT1	0.992383827678759	EXT1	HGNC:3512
PPP1R13B	0.992357095575012	PPP1R13B	HGNC:14950
ARHGAP35	0.949469046247061	ARHGAP35	HGNC:4591
SOX14	0.956623475347586	SOX14	HGNC:11193
NTM	0.981089654703323	NTM	HGNC:17941
MAU2	0.917200165838691	MAU2	HGNC:29140
CMTR1	0.849039794004513	CMTR1	HGNC:21077
RPL35A	0.992279817573084	RPL35A	HGNC:10345
AKT2	0.757603105762944	AKT2	HGNC:392
SMG1	0.99217057398649	SMG1	HGNC:30045
USP47	0.992167716747825	USP47	HGNC:20076
PPM1G	0.909943131107324	PPM1G	HGNC:9278
DMRT3	0.992132058236321	DMRT3	HGNC:13909
EPC1	0.992106911905103	EPC1	HGNC:19876
CDK12	0.974715592876911	CDK12	HGNC:24224
ARGLU1	0.992091859848356	ARGLU1	HGNC:25482
CHD6	0.983661656161745	CHD6	HGNC:19057
SCAF4	0.992031001002417	SCAF4	HGNC:19304
FGF18	0.955593942591243	FGF18	HGNC:3674
LRRK1	0.992008520387123	LRRK1	HGNC:18608
ZBTB44	0.992002110206432	ZBTB44	HGNC:25001
FAM120A	0.9919771804622	FAM120A	HGNC:13247
MLLT6	0.953778759991727	MLLT6	HGNC:7138
ZCCHC11	0.991957810804974	TUT4	HGNC:28981
EHMT2	0.456205091559023	EHMT2	HGNC:14129
MET	0.987901306874762	MET	HGNC:7029
PCBP2	0.789561292146227	PCBP2	HGNC:8648
SMAD3	0.981170038507226	SMAD3	HGNC:6769
LOXL3	0.433601825233881	LOXL3	HGNC:13869
PARD6G	0.991841367321645	PARD6G	HGNC:16076
TSHZ3	0.991788478699878	TSHZ3	HGNC:30700
CCAR1	0.961559900656819	CCAR1	HGNC:24236
NUP98	0.991735136120483	NUP98	HGNC:8068
NKX2-5	0.991731169272921	NKX2-5	HGNC:2488
ADNP2	0.991726720164768	ADNP2	HGNC:23803
FOXQ1	0.991719233070527	FOXQ1	HGNC:20951
TBP	0.991715357143587	TBP	HGNC:11588
HOXC9	0.857022678846434	HOXC9	HGNC:5130
MKLN1	0.991680092100914	MKLN1	HGNC:7109
ZMAT2	0.563072834826801	ZMAT2	HGNC:26433
IRX4	0.991645134327079	IRX4	HGNC:6129
C1QTNF1-AS1	0.800919476937636	C1QTNF1-AS1	HGNC:44351
ZNF687	0.571841881543417	ZNF687	HGNC:29277
OTUD4	0.991618959581523	OTUD4	HGNC:24949
NPM1	0.991612902410065	NPM1	HGNC:7910
CAMK2B	0.754974251451032	CAMK2B	HGNC:1461
NTN1	0.986007650321903	NTN1	HGNC:8029
PLCB1	0.990487517698328	PLCB1	HGNC:15917
EIF4G3	0.964120592848564	EIF4G3	HGNC:3298
YWHAZ	0.950728784045081	YWHAZ	HGNC:12855
MAP1B	0.987975103520419	MAP1B	HGNC:6836
HDLBP	0.991445079778672	HDLBP	HGNC:4857
CELF1	0.910854159791409	CELF1	HGNC:2549
KHDRBS1	0.954065038436268	KHDRBS1	HGNC:18116
ZC3H7B	0.911086464427566	ZC3H7B	HGNC:30869
DLG4	0.963109470712603	DLG4	HGNC:2903
KIF5B	0.991359872526965	KIF5B	HGNC:6324
PHF21A	0.989593239367588	PHF21A	HGNC:24156
ARID4A	0.991352567694585	ARID4A	HGNC:9885
MAST3	0.701141271902284	MAST3	HGNC:19036
RREB1	0.991350908440126	RREB1	HGNC:10449
CEP170	0.99134809409149	CEP170	HGNC:28920
UBE2I	0.360803317226449	UBE2I	HGNC:12485
CDH4	0.991278739496345	CDH4	HGNC:1763
SHANK3	0.991277739753881	SHANK3	HGNC:14294
AP1M1	0.408732555074472	AP1M1	HGNC:13667
GDF7	0.99125132515041	GDF7	HGNC:4222
EIF3B	0.991225714430078	EIF3B	HGNC:3280
LHX6	0.991216972720432	LHX6	HGNC:21735
WTAP	0.991210985214732	WTAP	HGNC:16846
SUV420H1	0.938757229038556	KMT5B	HGNC:24283
LYNX1	0.296765234695947	LYNX1	HGNC:29604
PRKCE	0.991187896078345	PRKCE	HGNC:9401
NTF3	0.991187759121509	NTF3	HGNC:8023
PIAS3	0.607251527189738	PIAS3	HGNC:16861
IKZF2	0.991066777967357	IKZF2	HGNC:13177
CSE1L	0.991058056706119	CSE1L	HGNC:2431
DMRT2	0.991031217626149	DMRT2	HGNC:2935
HECTD4	0.96677220870701	HECTD4	HGNC:26611
TGFB2	0.986929014517611	TGFB2	HGNC:11768
MLLT3	0.990968445075135	MLLT3	HGNC:7136
JAK1	0.990959387471224	JAK1	HGNC:6190
TAF4	0.990927206435946	TAF4	HGNC:11537
HNRNPH1	0.990924793075927	HNRNPH1	HGNC:5041
HSP90B1	0.990917629975391	HSP90B1	HGNC:12028
TRIM52	0.5894301403595	TRIM52	HGNC:19024
UBP1	0.990891573052808	UBP1	HGNC:12507
SLTM	0.990878904654302	SLTM	HGNC:20709
PSMD11	0.928094484525222	PSMD11	HGNC:9556
NFATC1	0.99087781253031	NFATC1	HGNC:7775
ELAVL4	0.972094320118404	ELAVL4	HGNC:3315
FGFR2	0.990850243088609	FGFR2	HGNC:3689
WHSC1L1	0.988462830955407	NSD3	HGNC:12767
CBX2	0.99078050909065	CBX2	HGNC:1552
MAST1	0.910824946887348	MAST1	HGNC:19034
CAND1	0.990776464186807	CAND1	HGNC:30688
TLE1	0.990771891849025	TLE1	HGNC:11837
DEAF1	0.847945523721186	DEAF1	HGNC:14677
GABBR2	0.969091087914583	GABBR2	HGNC:4507
NUTF2	0.55951952463356	NUTF2	HGNC:13722
SPRTN	0.99068414688573	SPRTN	HGNC:25356
SRCIN1	0.89992112760448	SRCIN1	HGNC:29506
PI4K2A	0.790404795769144	PI4K2A	HGNC:30031
SUFU	0.965391870615894	SUFU	HGNC:16466
ATP8B1	0.892177419896765	ATP8B1	HGNC:3706
CDC37L1	0.990616121926645	CDC37L1	HGNC:17179
TBC1D20	0.990615146563051	TBC1D20	HGNC:16133
LRP6	0.990611019347051	LRP6	HGNC:6698
KDM2B	0.990531422436603	KDM2B	HGNC:13610
RAB11FIP3	0.825881539337733	RAB11FIP3	HGNC:17224
CBX4	0.936883801962469	CBX4	HGNC:1554
WAC	0.990460398793686	WAC	HGNC:17327
BTAF1	0.990449749819152	BTAF1	HGNC:17307
TBX2	0.990398920659873	TBX2	HGNC:11597
CLCN3	0.990388361382936	CLCN3	HGNC:2021
WWP1	0.977162612112203	WWP1	HGNC:17004
BRWD1	0.990278473878157	BRWD1	HGNC:12760
WWC2	0.989131157225327	WWC2	HGNC:24148
MTSS1	0.990274363701452	MTSS1	HGNC:20443
NAV1	0.990261347492271	NAV1	HGNC:15989
DCLK1	0.796000094106207	DCLK1	HGNC:2700
U2AF1	0.990230000692947	U2AF1	HGNC:12453
LARP4B	0.980030194155424	LARP4B	HGNC:28987
SH3PXD2A	0.990190942444658	SH3PXD2A	HGNC:23664
ATXN1	0.990163398390347	ATXN1	HGNC:10548
PHB	0.582726720380201	PHB1	HGNC:8912
PAXBP1	0.990087380465385	PAXBP1	HGNC:13579
ULK1	0.74395874039397	ULK1	HGNC:12558
KIF13A	0.990076242573081	KIF13A	HGNC:14566
MN1	0.990052159233783	MN1	HGNC:7180
C9orf169	0.481009863888688	CYSRT1	HGNC:30529
CSNK2A1	0.990014190085918	CSNK2A1	HGNC:2457
TRA2B	0.990006075145975	TRA2B	HGNC:10781
RALGPS1	0.950567336035669	RALGPS1	HGNC:16851
CREBRF	0.989995323277466	CREBRF	HGNC:24050
SHANK1	0.989990310558163	SHANK1	HGNC:15474
RAPH1	0.989979507193176	RAPH1	HGNC:14436
MYLK3	0.450833907912858	MYLK3	HGNC:29826
FGD5	0.989970318488176	FGD5	HGNC:19117
ASH1L	0.989944463141339	ASH1L	HGNC:19088
PUM2	0.989937371736245	PUM2	HGNC:14958
CYB5R2	0.61555358566231	CYB5R2	HGNC:24376
PSMD3	0.822863709185138	PSMD3	HGNC:9560
TCERG1	0.989918521617759	TCERG1	HGNC:15630
KLF6	0.989918246912699	KLF6	HGNC:2235
TMEM132C	0.989867009581312	TMEM132C	HGNC:25436
HIRA	0.916425606065848	HIRA	HGNC:4916
RUNX1T1	0.989819099373755	RUNX1T1	HGNC:1535
PSMD4	0.328043323222648	PSMD4	HGNC:9561
RPS7	0.989748107517982	RPS7	HGNC:10440
PHC1	0.989740154502267	PHC1	HGNC:3182
ZNF827	0.989737826345016	ZNF827	HGNC:27193
GRHL3	0.989694116901529	GRHL3	HGNC:25839
GDI2	0.989672170004385	GDI2	HGNC:4227
MRPL28	0.203940293545986	MRPL28	HGNC:14484
ZCCHC6	0.989652583867544	TUT7	HGNC:25817
U2SURP	0.989493768159181	U2SURP	HGNC:30855
PRDM16	0.989465987726803	PRDM16	HGNC:14000
BMP4	0.989459723782278	BMP4	HGNC:1071
HCN4	0.970762692362548	HCN4	HGNC:16882
SPAG9	0.989447580012823	SPAG9	HGNC:14524
GCH1	0.928296515016283	GCH1	HGNC:4193
DOCK8	0.989438838662044	DOCK8	HGNC:19191
CLDND2	0.48526920414938	CLDND2	HGNC:28511
FZD4	0.989419318952721	FZD4	HGNC:4042
SAMD4A	0.986158143670968	SAMD4A	HGNC:23023
C1QTNF1	0.849609278592078	C1QTNF1	HGNC:14324
IK	0.472948084175525	IK	HGNC:5958
ALKBH5	0.928436179256404	ALKBH5	HGNC:25996
DLL4	0.989282055906608	DLL4	HGNC:2910
CHD5	0.98927583794469	CHD5	HGNC:16816
SKP1	0.62448138619597	SKP1	HGNC:10899
RNF165	0.949053064862505	ARK2C	HGNC:31696
INTS6	0.983320300714168	INTS6	HGNC:14879
DEDD	0.684953872777786	DEDD	HGNC:2755
ETS1	0.989186650374138	ETS1	HGNC:3488
NFIX	0.989186389501741	NFIX	HGNC:7788
VAC14	0.54632273749992	VAC14	HGNC:25507
ILF2	0.747090023977822	ILF2	HGNC:6037
ERCC3	0.200138396213252	ERCC3	HGNC:3435
RPS6KA2	0.989099021295201	RPS6KA2	HGNC:10431
KAT8	0.247076261620117	KAT8	HGNC:17933
CELSR1	0.989075204723993	CELSR1	HGNC:1850
QKI	0.989062593585975	QKI	HGNC:21100
TNPO1	0.989051964001094	TNPO1	HGNC:6401
CELF5	0.889757589796551	CELF5	HGNC:14058
CNOT7	0.98903819978846	CNOT7	HGNC:14101
MCRS1	0.499544814977849	MCRS1	HGNC:6960
UNK	0.966862188258122	UNK	HGNC:29369
IGF2BP3	0.988982529538376	IGF2BP3	HGNC:28868
NBR1	0.725786465840029	NBR1	HGNC:6746
PSMC6	0.883380941725409	PSMC6	HGNC:9553
ZC3H7A	0.988898252489683	ZC3H7A	HGNC:30959
KCNJ1	0.655761727751752	KCNJ1	HGNC:6255
MAP2K7	0.538384663786608	MAP2K7	HGNC:6847
RRAGC	0.908957125733839	RRAGC	HGNC:19902
UBE3A	0.988838543555082	UBE3A	HGNC:12496
ETV6	0.988827361119246	ETV6	HGNC:3495
TRIP13	0.988810763409839	TRIP13	HGNC:12307
RTN4RL1	0.988807833850198	RTN4RL1	HGNC:21329
RANBP9	0.988766640191901	RANBP9	HGNC:13727
HNRNPA3	0.988735792754401	HNRNPA3	HGNC:24941
WDR5	0.970762801649607	WDR5	HGNC:12757
CACNA1D	0.988713574698059	CACNA1D	HGNC:1391
EBF2	0.988700738595342	EBF2	HGNC:19090
HOXA11	0.98869865669639	HOXA11	HGNC:5101
CBY3	0.280766412188015	CBY3	HGNC:33278
TRIM67	0.988644254055487	TRIM67	HGNC:31859
PRPF8	0.984762901132711	PRPF8	HGNC:17340
NTNG2	0.988596063242574	NTNG2	HGNC:14288
TLE3	0.988579395730351	TLE3	HGNC:11839
ANKH	0.896514853698394	ANKH	HGNC:15492
PPP2R5D	0.863383930886006	PPP2R5D	HGNC:9312
CMIP	0.988511712939585	CMIP	HGNC:24319
DNMT3A	0.410538221775194	DNMT3A	HGNC:2978
NOVA2	0.929065084325418	NOVA2	HGNC:7887
THRA	0.585809058577068	THRA	HGNC:11796
PANK2	0.588831362716345	PANK2	HGNC:15894
CDC5L	0.965301442946406	CDC5L	HGNC:1743
ACTB	0.922109437409145	ACTB	HGNC:132
RELN	0.988377325039267	RELN	HGNC:9957
NRG2	0.96857876026	NRG2	HGNC:7998
MYO5A	0.887203621282894	MYO5A	HGNC:7602
RSPRY1	0.870341056764576	RSPRY1	HGNC:29420
SLIT2	0.988285731853722	SLIT2	HGNC:11086
ZNF697	0.332177830229026	ZNF697	HGNC:32034
PLEKHA5	0.988208491996016	PLEKHA5	HGNC:30036
ADAM17	0.988181975161499	ADAM17	HGNC:195
PABPC1	0.988153786920994	PABPC1	HGNC:8554
ZNF532	0.988142252503427	ZNF532	HGNC:30940
MTA1	0.834087371382311	MTA1	HGNC:7410
BMP2	0.988128142071067	BMP2	HGNC:1069
INPP5A	0.988125139841557	INPP5A	HGNC:6076
ZER1	0.848628730359829	ZER1	HGNC:30960
RLF	0.988119537929302	RLF	HGNC:10025
SLIT3	0.988113337069324	SLIT3	HGNC:11087
APH1A	0.246552092810156	APH1A	HGNC:29509
ZCCHC14	0.988015991284152	ZCCHC14	HGNC:24134
CUL5	0.988003941229533	CUL5	HGNC:2556
PTPN14	0.987998831707758	PTPN14	HGNC:9647
PHF14	0.987943770164328	PHF14	HGNC:22203
CASZ1	0.987929756384808	CASZ1	HGNC:26002
HNRNPL	0.938246632983951	HNRNPL	HGNC:5045
KIF1A	0.987877647567138	KIF1A	HGNC:888
