gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
SEC61A1	ENST00000243253	P61619	0.707268946	0	26.304	2.385710716	2	0.295	1	FALSE
CBFB	ENST00000290858	Q13951	0.707204652	0	14.233	2.413669825	2	0.333	1	FALSE
PSMD14	ENST00000409682	O00487	0.707112928	0	15.94	4.480834961	0	0.298	1	FALSE
KCTD1	ENST00000408011	Q719H9	0.706875785	0	10.721	2.997182369	1	0.442	1	FALSE
RAB7A	ENST00000265062	P51149	0.706875408	0	10.788	2.81982255	1	0.277	0	FALSE
PHB	ENST00000300408	P35232	0.706676553	0	13.438	2.619850874	2	0.469	2	FALSE
UBE2E3	ENST00000602710	Q969T4	0.706004202	0	9.6088	4.575418472	0	0.655	3	TRUE
NHP2L1	ENST00000215956	P55769	0.705946527	0	4.5659	2.416095734	2	0.655	3	TRUE
SERP1	ENST00000479209	Q9Y6X1	0.705580473	0	3.5825	0.950201035	6	1.286	6	TRUE
TCEB2	ENST00000409906	Q15370	0.705554587	0	3.7766	0.877260327	7	0.79	4	TRUE
DHX15	ENST00000336812	O43143	0.705434682	0	45.295	4.993663311	0	0.105	0	FALSE
HDAC1	ENST00000373548	Q13547	0.70534056	0	29.251	4.022181511	0	0.405	1	FALSE
OGT	ENST00000373719	O15294	0.705333468	0	37.002	4.080376148	0	0.08	0	FALSE
CASK	ENST00000378163	O14936	0.70478081	0	41.098	4.947268486	0	0.072	0	FALSE
SUDS3	ENST00000543473	Q9H7L9	0.704383442	0	22.419	1.167089701	6	0.644	3	FALSE
DRG1	ENST00000331457	Q9Y295	0.704002663	0	17.284	3.586782455	0	0.53	2	FALSE
FAM49B	ENST00000519540	Q9NUQ9	0.70364616	0	20.291	4.013604164	0	0.31	1	FALSE
ARF6	ENST00000298316	P62330	0.703429229	0	4.1391	2.314476728	2	0.722	3	TRUE
SPIN1	ENST00000375859	Q9Y657	0.703372427	0	10.894	2.309413671	2	0.274	0	FALSE
HNRNPA3	ENST00000435711	P51991	0.70320678	0	20.119	4.764108181	0	0.236	0	FALSE
EIF1AY	ENST00000361365	O14602	0.703164695	0	2.4132	1.671546578	4	1.182	6	TRUE
FAM50A	ENST00000393600	Q14320	0.70303947	0	16.25	3.028499603	1	0.292	1	FALSE
DCTN5	ENST00000300087	Q9BTE1	0.703005076	0	10.553	0.34783417	8	0.996	5	FALSE
ATP6V1F	ENST00000249289	Q16864	0.702722628	0	2.7707	2.581072092	2	1.775	8	TRUE
UBE2B	ENST00000265339	P63146	0.702713989	0	11.047	2.567682505	2	0.702	3	FALSE
RAB1B	ENST00000311481	Q9H0U4	0.702687705	0	11.406	2.032896996	3	0.416	1	FALSE
RAB6A	ENST00000336083	P20340	0.702577788	0	14.958	2.236051083	2	0.421	1	FALSE
TOMM20	ENST00000366607	Q15388	0.702447621	0	9.706	0.76920414	7	0.943	4	TRUE
RAP2B	ENST00000323534	P61225	0.702429883	0	5.9201	0.829591632	7	0.801	4	TRUE
EIF1AX	ENST00000379607	P47813	0.702265061	0	7.7601	1.15944171	6	0.386	1	TRUE
SIAH1	ENST00000394725	Q8IUQ4	0.702012498	0	10.635	3.640515566	0	0.446	1	FALSE
CNOT7	ENST00000361272	Q9UIV1	0.701726627	0	16.952	1.285474062	5	0.176	0	FALSE
RRAS2	ENST00000256196	P62070	0.701443334	0	11.309	2.834283113	1	0.264	0	FALSE
PDE6D	ENST00000287600	O43924	0.700879376	0	10.325	3.00387454	1	1.018	5	FALSE
EIF5A2	ENST00000295822	Q9GZV4	0.700684249	0	7.1675	1.102942944	6	1.601	8	TRUE
HDAC2	ENST00000519065	Q92769	0.700665639	0	29.697	0.932368159	6	0.1	0	FALSE
ACTR2	ENST00000260641	P61160	0.700341372	0	23.194	2.545272112	2	0.129	0	FALSE
KDELR1	ENST00000330720	P24390	0.700152784	0	11.321	2.44015336	2	0.419	1	FALSE
PSMC2	ENST00000292644	P35998	0.699839994	0	25.086	2.784963369	1	0.119	0	FALSE
RAB35	ENST00000229340	Q15286	0.699766487	0	11.755	1.903022051	3	0.254	0	FALSE
SEC11C	ENST00000587834	Q9BY50	0.699681753	0	8.5661	4.057448864	0	0.554	2	TRUE
RAB14	ENST00000373840	P61106	0.69967995	0	13.969	2.376645565	2	0.214	0	FALSE
RUVBL2	ENST00000595090	Q9Y230	0.699480173	0	26.773	4.002395153	0	0.111	0	FALSE
SF3A3	ENST00000373019	Q12874	0.699335151	0	39.808	2.912446022	1	0.119	0	FALSE
PTPN11	ENST00000351677	Q06124	0.698830336	0	35.163	2.0149858	3	0.135	0	FALSE
CUL3	ENST00000264414	Q13618	0.698749953	0	40.119	2.563855648	2	0.228	0	FALSE
KAT8	ENST00000219797	Q9H7Z6	0.698492581	0	26.689	3.816557169	0	0.444	1	FALSE
YPEL2	ENST00000585166	Q96QA6	0.698201086	0	9.4556	3.995727301	0	0.316	1	TRUE
EIF3I	ENST00000373586	Q13347	0.698134942	0	18.204	3.641671658	0	0.346	1	FALSE
RNF11	ENST00000242719	Q9Y3C5	0.698012306	0	6.8718	2.342451334	2	0.69	3	TRUE
ANAPC11	ENST00000575195	Q9NYG5	0.697953558	0	4.4611	0.822036028	7	0.67	3	TRUE
GAPDH	ENST00000396859	P04406	0.697895258	0	13.718	4.204960823	0	0.667	3	FALSE
NCBP2	ENST00000321256	P52298	0.697867211	0	9.3211	1.108096719	6	0.675	3	TRUE
AGO3	ENST00000373191	Q9H9G7	0.697414962	0	47.44	1.331006289	5	0.193	0	FALSE
CBX1	ENST00000225603	P83916	0.697118882	0	11.486	2.329025507	2	0.26	0	FALSE
KCTD9	ENST00000221200	Q7L273	0.696985721	0	25.141	2.363750935	2	0.523	2	FALSE
SRSF1	ENST00000258962	Q07955	0.69686243	0	12.351	2.247560978	2	0.242	0	FALSE
MYL6	ENST00000548293	P60660	0.69670044	0	8.8467	3.221022367	1	1.334	7	TRUE
MAU2	ENST00000262815	Q9Y6X3	0.696391177	0	39.133	2.04832077	3	0.161	0	FALSE
TMEM167A	ENST00000502346	Q8TBQ9	0.696360915	0	5.1042	0.418376952	8	1.793	9	TRUE
C16orf80	ENST00000262498	Q9Y6A4	0.696195871	0	11.748	2.782548904	1	1.008	5	FALSE
SNRPA	ENST00000243563	P09012	0.696043799	0	10.368	3.399406433	0	1.388	7	FALSE
GABARAPL1	ENST00000545887	Q9H0R8	0.695979188	0	5.9405	3.903336048	0	0.504	2	TRUE
PRMT1	ENST00000454376	Q99873	0.695815807	0	20.21	4.387067795	0	0.148	0	FALSE
PELI1	ENST00000358912	Q96FA3	0.695727315	0	17.998	2.816839933	1	0.509	2	FALSE
RPL24	ENST00000394077	P83731	0.695655919	0	11.933	4.884962559	0	0.528	2	FALSE
CKS2	ENST00000314355	P33552	0.695484258	0	5.2322	2.817339182	1	0.905	4	TRUE
CTNNA2	ENST00000402739	P26232	0.694925797	0	46.023	4.797775745	0	0.396	1	FALSE
UBE2E1	ENST00000306627	P51965	0.694505273	0	8.3234	3.161077738	1	0.57	2	TRUE
HDAC3	ENST00000305264	O15379	0.694495465	0	28.732	3.990705729	0	0.412	1	FALSE
GABARAP	ENST00000302386	O95166	0.6944378	0	7.6779	1.890943885	3	0.82	4	TRUE
ARIH1	ENST00000379887	Q9Y4X5	0.694133838	0	37.886	0.867308974	7	0.166	0	FALSE
BRK1	ENST00000530758	Q8WUW1	0.694011526	0	3.8017	1.595169663	4	0.785	3	TRUE
ACTL6B	ENST00000160382	O94805	0.693957612	0	28.215	4.404389858	0	0.645	3	FALSE
PERP	ENST00000421351	Q96FX8	0.693746587	0	8.3586	0.54646498	7	0.927	4	TRUE
DDX39B	ENST00000396172	Q13838	0.69371051	0	21.716	4.251680851	0	0.218	0	FALSE
UBE2V2	ENST00000523111	Q15819	0.693696449	0	6.1859	1.444691539	5	1.246	6	TRUE
CDK2	ENST00000266970	P24941	0.693576135	0	15.983	2.318089247	2	0.485	2	FALSE
PTBP1	ENST00000349038	P26599	0.693421205	0	25.44	2.884491682	1	0.117	0	FALSE
TUBG1	ENST00000251413	P23258	0.693409494	0	22.897	4.887334824	0	0.517	2	FALSE
PRKCA	ENST00000413366	P17252	0.693295802	0	39.785	1.263648152	5	0.395	1	FALSE
FYN	ENST00000368667	P06241	0.693174478	0	32.88	4.468369007	0	0.278	0	FALSE
EBF1	ENST00000313708	Q9UH73	0.693132454	0	30.277	3.86884141	0	0.256	0	FALSE
YPEL5	ENST00000402708	P62699	0.693098062	0	5.6987	2.307435036	2	0.832	4	TRUE
SERP2	ENST00000379179	Q8N6R1	0.692992705	0	3.5872	1.504185677	5	0.831	4	TRUE
RPLP0	ENST00000228306	P05388	0.692828889	0	13.568	4.513053894	0	0.464	2	FALSE
HIST1H2BL	ENST00000377401	Q99880	0.692775765	0	2.2077	2.866020441	1	1.97	9	TRUE
EIF4E2	ENST00000258416	O60573	0.692773388	0	15.662	4.841623306	0	0.495	2	FALSE
TBL1XR1	ENST00000457928	Q9BZK7	0.692724278	0	28.081	3.693583012	0	0.106	0	FALSE
SSR3	ENST00000265044	Q9UNL2	0.69270475	0	8.8815	0.987964451	6	0.534	2	TRUE
SNAP25	ENST00000254976	P60880	0.692636253	0	13.033	4.736662865	0	0.229	0	FALSE
RNF7	ENST00000273480	Q9UBF6	0.692135411	0	6.1412	0.948638082	6	1.254	6	TRUE
NRAS	ENST00000369535	P01111	0.692133768	0	10.285	1.383087993	5	0.612	2	FALSE
RNF41	ENST00000552656	Q9H4P4	0.692080736	0	15.118	4.624504089	0	0.314	1	FALSE
PPP2R2A	ENST00000380737	P63151	0.691750157	0	24.488	3.256356955	1	0.257	0	FALSE
GRIA2	ENST00000264426	P42262	0.691644227	0	42.428	5.281814098	0	0.248	0	FALSE
TM9SF3	ENST00000371142	Q9HD45	0.691483673	0	32.954	2.746184587	1	0.09	0	FALSE
ABCE1	ENST00000296577	P61221	0.691445954	0	37.674	3.013301611	1	0.314	1	FALSE
RPL9	ENST00000449470	P32969	0.691250079	0	10.194	2.592776537	2	0.293	1	FALSE
POLR2I	ENST00000221859	P36954	0.691065015	0	8.8789	3.988670349	0	0.709	3	TRUE
PPP3CB	ENST00000360663	P16298	0.690961352	0	30.458	3.713831425	0	0.098	0	FALSE
GNAI2	ENST00000313601	P04899	0.690701065	0	16.014	3.263854027	1	0.393	1	FALSE
VPS28	ENST00000292510	Q9UK41	0.690672218	0	14.972	1.874838471	3	0.611	2	FALSE
NAA50	ENST00000240922	Q9GZZ1	0.690644826	0	8.7094	1.128301859	6	0.545	2	TRUE
RPL27A	ENST00000314138	P46776	0.690628124	0	7.7785	0.391793817	8	0.385	1	TRUE
RAB6B	ENST00000543906	Q9NRW1	0.690515087	0	14.595	1.116473913	6	0.325	1	FALSE
MAP1LC3B	ENST00000268607	Q9GZQ8	0.690486264	0	7.6418	1.083048344	6	1.366	7	TRUE
RBM22	ENST00000199814	Q9NW64	0.690433767	0	21.693	3.330212593	0	0.138	0	FALSE
SRP14	ENST00000267884	P37108	0.69037247	0	6.7835	1.606230497	4	0.441	1	TRUE
ST7	ENST00000265437	Q9NRC1	0.690142959	0	34.738	3.140373945	1	0.264	0	FALSE
SNRPB	ENST00000438552	P14678	0.689829171	0	12.751	4.274548531	0	0.494	2	FALSE
CHP1	ENST00000334660	Q99653	0.689813988	0	11.764	1.534802794	4	0.535	2	FALSE
CCDC6	ENST00000263102	Q16204	0.689533544	0	24.429	2.261095047	2	0.43	1	FALSE
SRP54	ENST00000216774	P61011	0.689490683	0	28.713	4.840990543	0	0.219	0	FALSE
YWHAQ	ENST00000381844	P27348	0.689119542	0	12.61	3.164416075	1	0.499	2	FALSE
UBE2I	ENST00000406620	P63279	0.68911372	0	10.421	2.306132555	2	0.287	0	FALSE
YWHAH	ENST00000248975	Q04917	0.688699515	0	9.4177	3.460922003	0	0.504	2	TRUE
KRAS	ENST00000256078	P01116	0.688282799	0	9.5335	1.779730678	4	1.24	6	TRUE
POLR2D	ENST00000272645	O15514	0.688123929	0	7.0134	0.612918794	7	0.897	4	TRUE
SF3B3	ENST00000302516	Q15393	0.688106859	0	66.397	2.241959095	2	0.178	0	FALSE
CKS1B	ENST00000308987	P61024	0.688070122	0	5.3607	1.946650743	3	0.884	4	TRUE
UBE2M	ENST00000253023	P61081	0.687795489	0	9.6426	1.670371771	4	0.492	2	TRUE
CHD4	ENST00000544040	Q14839	0.687787366	0	108.09	4.524669647	0	0.157	0	FALSE
HPCA	ENST00000373467	P84074	0.687767881	0	7.9893	2.448484421	2	0.594	2	TRUE
PCGF3	ENST00000470161	Q3KNV8	0.68770695	0	14.024	2.680838346	1	0.338	1	FALSE
GNAQ	ENST00000286548	P50148	0.687557196	0	20.872	2.24821806	2	0.302	1	FALSE
CWC15	ENST00000279839	Q9P013	0.687543645	0	11.66	2.353914499	2	0.256	0	FALSE
SMURF2	ENST00000262435	Q9HAU4	0.687135018	0	50.783	2.676324606	1	0.334	1	FALSE
VPS26B	ENST00000525095	Q4G0F5	0.687089729	0	14.95	3.430201054	0	0.317	1	FALSE
ATP6V1B2	ENST00000276390	P21281	0.68703258	0	31.925	3.119517088	1	0.287	0	FALSE
ANAPC10	ENST00000309439	Q9UM13	0.686958313	0	9.9551	3.656137228	0	1.056	5	TRUE
SEC11A	ENST00000268220	P67812	0.686794134	0	11.908	3.294540405	0	0.994	5	FALSE
PFN1	ENST00000225655	P07737	0.686731108	0	4.3562	1.990396619	3	0.686	3	TRUE
ZNF706	ENST00000518336	Q9Y5V0	0.686629244	0	3.981	2.893556833	1	0.75	3	TRUE
RALA	ENST00000005257	P11233	0.686449701	0	11.127	2.479928493	2	0.269	0	FALSE
RBBP5	ENST00000264515	Q15291	0.68607886	0	33.254	2.37788105	2	0.189	0	FALSE
PPP3CA	ENST00000394854	Q08209	0.685982771	0	30.073	3.378739119	0	0.158	0	FALSE
ARL8A	ENST00000272217	Q96BM9	0.685222793	0	13.402	2.480195999	2	0.354	1	FALSE
CYTH3	ENST00000396741	O43739	0.684539075	0	15.248	1.230564237	5	0.6	2	FALSE
PRKACA	ENST00000308677	P17612	0.684495564	0	19.797	2.456809759	2	0.318	1	FALSE
TMEM147	ENST00000222284	Q9BVK8	0.68444604	0	13.473	3.286594629	0	1.071	5	FALSE
C16orf52	ENST00000542527	Q8NHV5	0.68414744	0	7.6512	2.266571999	2	0.823	4	TRUE
INIP	ENST00000374242	Q9NRY2	0.68389809	0	6.1263	0.4740659	8	1.257	6	TRUE
RPL39	ENST00000361575	P62891	0.683760417	0	2.6438	1.913792491	3	1.098	5	TRUE
CBLN1	ENST00000536749	P23435	0.683593781	0	6.4163	3.887263536	0	0.98	5	TRUE
WDR5	ENST00000358625	P61964	0.683437586	0	24.048	1.525639772	4	0.124	0	FALSE
RAB4A	ENST00000366690	P20338	0.683327266	0	15.531	1.449478626	5	0.589	2	FALSE
UBE2K	ENST00000261427	P61086	0.683163907	0	12.968	1.97551775	3	0.231	0	FALSE
PBX3	ENST00000373489	P40426	0.683037961	0	22.094	4.847561836	0	0.476	2	FALSE
EIF2S3	ENST00000253039	P41091	0.683021011	0	14.742	2.483739614	2	0.322	1	FALSE
NONO	ENST00000276079	Q15233	0.682892539	0	19.407	2.99780345	1	0.244	0	FALSE
STXBP1	ENST00000373299	P61764	0.682849485	0	34.651	2.846337318	1	0.086	0	FALSE
YEATS4	ENST00000247843	O95619	0.682637104	0	12.134	2.861153841	1	1.189	6	FALSE
ELOF1	ENST00000590700	P60002	0.682567904	0	4.6118	2.224627256	2	1.337	7	TRUE
NIP7	ENST00000254940	Q9Y221	0.682404706	0	8.9243	1.506018519	5	0.705	3	TRUE
TECR	ENST00000215567	Q9NZ01	0.682304704	0	22.375	3.215066671	1	0.529	2	FALSE
LIN52	ENST00000555028	Q52LA3	0.682244953	0	8.0378	1.066847563	6	0.372	1	TRUE
RPL4	ENST00000307961	P36578	0.682086851	0	24.906	1.972346663	3	0.12	0	FALSE
PDE6H	ENST00000266395	Q13956	0.682078566	0	3.4158	1.880692005	3	1.807	9	TRUE
HMGB1	ENST00000399494	P09429	0.682058945	0	10.033	4.213608742	0	0.473	2	FALSE
SSR2	ENST00000480567	P43308	0.681940715	0	11.339	2.931860209	1	0.684	3	FALSE
SMAD2	ENST00000402690	Q15796	0.681493594	0	29.976	1.106345892	6	0.259	0	FALSE
ILF2	ENST00000361891	Q12905	0.681419774	0	25.481	3.172163963	1	0.247	0	FALSE
WDR48	ENST00000302313	Q8TAF3	0.681414734	0	42.667	3.578339577	0	0.215	0	FALSE
ACTR1A	ENST00000369905	P61163	0.681398617	0	23.745	2.756124973	1	0.327	1	FALSE
ELAVL1	ENST00000596459	Q15717	0.681284668	0	13.458	4.270010471	0	0.222	0	FALSE
COPS2	ENST00000388901	P61201	0.680670462	0	29.32	1.994214892	3	0.102	0	FALSE
TRAPPC4	ENST00000533632	Q9Y296	0.680608504	0	10.571	2.496710777	2	1.476	7	FALSE
SF3B14	ENST00000233468	Q9Y3B4	0.68048951	0	6.9815	3.344333172	0	0.679	3	TRUE
PABPC4	ENST00000372857	Q13310	0.680348866	0	33.245	3.656507492	0	0.275	0	FALSE
TMEM127	ENST00000432959	O75204	0.680086558	0	7.9231	1.587111354	4	1.154	6	TRUE
PPIA	ENST00000468812	P62937	0.680001474	0	6.6466	1.011872649	6	0.714	3	TRUE
SEC23A	ENST00000307712	Q15436	0.679940065	0	48.654	3.591216564	0	0.741	3	FALSE
KDM1A	ENST00000356634	O60341	0.679934536	0	44.93	4.396261692	0	0.293	1	FALSE
ACTN1	ENST00000193403	P12814	0.679913472	0	54.332	4.411128521	0	0.218	0	FALSE
PRPF31	ENST00000321030	Q8WWY3	0.679827341	0	25.648	3.598620892	0	0.302	1	FALSE
PAFAH1B1	ENST00000397195	P43034	0.679688016	0	27.88	3.1991992	1	0.107	0	FALSE
RPL37	ENST00000274242	P61927	0.679682693	0	6.5242	0.24297148	8	0.964	5	TRUE
SUMO3	ENST00000332859	P55854	0.679657139	0	4.2894	1.162861109	6	1.096	5	TRUE
MAB21L1	ENST00000379919	Q13394	0.679574687	0	12.352	3.559813023	0	0.628	3	FALSE
GSK3B	ENST00000264235	P49841	0.67956683	0	25.838	2.611976385	2	0.354	1	FALSE
JAZF1	ENST00000283928	Q86VZ6	0.679364376	0	11.718	2.895871878	1	0.405	1	FALSE
POLR3B	ENST00000228347	Q9NW08	0.67901336	0	69.025	4.596656322	0	0.868	4	FALSE
KLHL20	ENST00000209884	Q9Y2M5	0.678725305	0	33.195	3.569557428	0	0.511	2	FALSE
LIN7A	ENST00000552864	O14910	0.678613265	0	14.509	1.151904702	6	1.339	7	FALSE
IK	ENST00000417647	Q13123	0.678553519	0	42.005	4.810850143	0	0.607	2	FALSE
HSP90AB1	ENST00000371554	P08238	0.678505227	0	29.553	4.551577568	0	0.213	0	FALSE
DRG2	ENST00000225729	P55039	0.678487505	0	24.695	3.171861887	1	0.886	4	FALSE
SNX3	ENST00000230085	O60493	0.678394782	0	7.5168	2.827152252	1	0.837	4	TRUE
FBXL14	ENST00000339235	Q8N1E6	0.678346998	0	10.124	2.315748453	2	0.469	2	FALSE
PSMA2	ENST00000223321	P25787	0.678253095	0	16.706	3.12497592	1	0.284	0	FALSE
CSTF1	ENST00000217109	Q05048	0.677988664	0	18.477	1.735282302	4	0.341	1	FALSE
MIB1	ENST00000261537	Q86YT6	0.677893013	0	57.462	2.226790905	2	1.973	9	FALSE
RAP2A	ENST00000245304	P10114	0.677712649	0	6.2439	1.541902423	4	0.479	2	TRUE
CHIC2	ENST00000263921	Q9UKJ5	0.677109009	0	10.841	3.539445639	0	0.581	2	FALSE
DDX23	ENST00000308025	Q9BUQ8	0.676811055	0	50.504	4.001259804	0	0.361	1	FALSE
ILK	ENST00000396751	Q13418	0.676730863	0	27.247	3.603708744	0	0.714	3	FALSE
CSNK1G2	ENST00000255641	P78368	0.676541426	0	18.648	2.012099504	3	0.254	0	FALSE
RAB11A	ENST00000261890	P62491	0.676345132	0	14.28	1.494181395	5	0.209	0	FALSE
RPL26	ENST00000582556	P61254	0.676276398	0	7.9659	3.295572758	0	0.376	1	TRUE
GLUD1	ENST00000277865	P00367	0.676213746	0	23.598	2.884142637	1	0.612	2	FALSE
ATP5A1	ENST00000282050	P25705	0.676115771	0	26.05	4.83140707	0	0.182	0	FALSE
RAB11B	ENST00000328024	Q15907	0.676015483	0	9.7984	2.552854061	2	0.643	3	TRUE
BTF3	ENST00000380591	P20290	0.675914358	0	9.0074	3.313957453	0	0.527	2	TRUE
TNNC2	ENST00000372555	P02585	0.6759082	0	8.4723	3.239845753	1	1.08	5	TRUE
ATP6V0E1	ENST00000517669	O15342	0.675786913	0	3.7949	1.785290718	4	1.225	6	TRUE
FBL	ENST00000221801	P22087	0.675630442	0	19.282	3.492238998	0	0.246	0	FALSE
NRF1	ENST00000393230	Q16656	0.675630146	0	25.085	3.048194408	1	0.189	0	FALSE
AP2A1	ENST00000359032	O95782	0.675613298	0	47.024	4.294034004	0	0.101	0	FALSE
LMO1	ENST00000335790	P25800	0.675525986	0	7.4911	4.150885105	0	0.633	3	TRUE
SRC	ENST00000373567	P12931	0.675410705	0	25.818	1.984998941	3	0.244	0	FALSE
PHB2	ENST00000535923	Q99623	0.675249689	0	22.032	3.30780983	0	0.655	3	FALSE
MOB3B	ENST00000262244	Q86TA1	0.675183695	0	8.4939	0.760201514	7	1.077	5	TRUE
CSNK2A2	ENST00000262506	P19784	0.67504126	0	25.812	3.604682207	0	0.184	0	FALSE
AGO4	ENST00000373210	Q9HCK5	0.675025847	0	48.217	3.058732033	1	0.218	0	FALSE
RAP2C	ENST00000370874	Q9Y3L5	0.675006518	0	3.9372	2.817461014	1	1.186	6	TRUE
SNRNP200	ENST00000323853	O75643	0.674802642	0	111.69	4.516036987	0	0.082	0	FALSE
RTCB	ENST00000216038	Q9Y3I0	0.674793493	0	27.191	4.204432487	0	0.578	2	FALSE
ATP5B	ENST00000262030	P06576	0.674708724	0	20.368	4.620486736	0	0.309	1	FALSE
HSPA2	ENST00000247207	P54652	0.674541483	0	15.66	4.054674149	0	0.671	3	FALSE
CSNK1D	ENST00000314028	P48730	0.674397302	0	20.56	2.157515764	3	0.231	0	FALSE
POLR2J	ENST00000292614	P52435	0.674381379	0	6.6375	1.692272663	4	1.365	7	TRUE
TMEM167B	ENST00000338272	Q9NRX6	0.674340238	0	3.7671	0.750249565	7	0.792	4	TRUE
FBXO45	ENST00000311630	P0C2W1	0.674287252	0	10.907	1.344878912	5	0.274	0	FALSE
SAR1A	ENST00000431664	Q9NR31	0.67419342	0	9.9766	1.783856869	4	0.631	3	TRUE
GNAL	ENST00000423027	P38405	0.674025491	0	23.757	3.08894062	1	0.2	0	FALSE
GTF2B	ENST00000370500	Q00403	0.673839795	0	17.113	3.764175653	0	0.918	4	FALSE
SMARCA4	ENST00000429416	P51532	0.673711579	0	85.75	4.222524166	0	0.055	0	FALSE
SMARCD1	ENST00000394963	Q96GM5	0.673628091	0	30.528	3.165315151	1	0.206	0	FALSE
KCNMA1	ENST00000286628	Q12791	0.673596713	0	61.205	4.169590473	0	0.257	0	FALSE
DERL2	ENST00000158771	Q9GZP9	0.673562419	0	14.283	1.260746717	5	0.332	1	FALSE
GNB5	ENST00000261837	O14775	0.673518485	0	23.721	0.672750592	7	0.974	5	FALSE
SMARCA5	ENST00000283131	O60264	0.673512631	0	63.737	2.659411907	1	0.074	0	FALSE
RPL26L1	ENST00000519239	Q9UNX3	0.673418464	0	6.4369	3.09692502	1	1.579	8	TRUE
DHX8	ENST00000262415	Q14562	0.673369355	0	65.789	3.470632315	0	0.495	2	FALSE
SPOP	ENST00000503676	O43791	0.673157685	0	20.673	3.593500614	0	0.144	0	FALSE
GRIN1	ENST00000371561	Q05586	0.672422303	0	45.577	3.188358307	1	0.317	1	FALSE
MYEOV2	ENST00000607357	Q8WXC6	0.672392076	0	2.7067	1.49651432	5	1.556	8	TRUE
DDX5	ENST00000225792	P17844	0.672239121	0	30.335	2.943963766	1	0.098	0	FALSE
GPHN	ENST00000315266	Q9NQX3	0.672154959	0	42.183	4.40622139	0	0.112	0	FALSE
STMN1	ENST00000374291	P16949	0.671853062	0	9.6057	3.684247971	0	0.655	3	TRUE
CYTH2	ENST00000427476	Q99418	0.671793441	0	24.695	1.210124135	5	0.48	2	FALSE
ATP1A2	ENST00000361216	P50993	0.67171547	0	49.06	2.777055502	1	0.495	2	FALSE
BTBD2	ENST00000255608	Q9BX70	0.671602679	0	19.99	2.133091211	3	0.388	1	FALSE
ABHD17C	ENST00000258884	Q6PCB6	0.671324096	0	9.8929	2.613584757	2	0.302	1	TRUE
RAB10	ENST00000264710	P61026	0.671235888	0	11.051	2.680828571	1	0.271	0	FALSE
ARRB1	ENST00000420843	P49407	0.671212603	0	24.005	0.876975954	7	0.262	0	FALSE
PSMA7	ENST00000370873	O14818	0.671198702	0	13.274	3.647627831	0	0.225	0	FALSE
YES1	ENST00000584307	P07947	0.671100434	0	31.803	2.47556138	2	0.65	3	FALSE
MAB21L2	ENST00000317605	Q9Y586	0.670758332	0	14.115	3.443445683	0	0.549	2	FALSE
CTNNA1	ENST00000302763	P35221	0.670478896	0	46.085	4.165985584	0	0.313	1	FALSE
SMAD4	ENST00000342988	Q13485	0.670472364	0	28.37	1.644353509	4	0.222	0	FALSE
S100A10	ENST00000368809	P60903	0.670426665	0	2.3319	1.769818187	4	1.664	8	TRUE
EIF1B	ENST00000232905	O60739	0.670270588	0	6.084	3.281489372	0	0.779	3	TRUE
TMEM50B	ENST00000542230	P56557	0.670246745	0	9.9533	1.206405997	5	0.92	4	TRUE
BUB3	ENST00000368865	O43684	0.670147604	0	18.644	1.061756968	6	0.416	1	FALSE
SRI	ENST00000265729	P30626	0.670127878	0	15.768	1.320337772	5	1.462	7	FALSE
CIB2	ENST00000258930	O75838	0.669563933	0	10.855	1.708863854	4	1.091	5	FALSE
RAB8B	ENST00000321437	Q92930	0.669334939	0	13.183	1.687265515	4	0.997	5	FALSE
MED31	ENST00000225728	Q9Y3C7	0.669313786	0	9.2595	1.221305728	5	1.276	6	TRUE
PKM	ENST00000335181	P14618	0.669149276	0	23.203	3.630069971	0	0.271	0	FALSE
ISL1	ENST00000230658	P61371	0.66910319	0	15.42	4.385313988	0	0.408	1	FALSE
CRIPT	ENST00000238892	Q9P021	0.669063932	0	6.4193	0.367256641	8	1.582	8	TRUE
FAM60A	ENST00000454658	Q9NP50	0.669054233	0	10.391	2.55995059	2	0.288	0	FALSE
AP1S2	ENST00000329235	P56377	0.668992972	0	6.5975	2.100903034	3	0.454	2	TRUE
CLP1	ENST00000533682	Q92989	0.668891843	0	15.533	3.582664013	0	0.589	2	FALSE
KCNC1	ENST00000379472	P48547	0.668676853	0	14.395	1.61986649	4	0.208	0	FALSE
PBX1	ENST00000420696	P40424	0.668593566	0	24.671	1.904741287	3	0.255	0	FALSE
GRIA3	ENST00000541091	P42263	0.66826745	0	23.816	5.819007397	0	0.264	0	FALSE
FBXL20	ENST00000583610	Q96IG2	0.667976074	0	30.455	4.005382538	0	0.255	0	FALSE
CSRP2	ENST00000546966	Q16527	0.66791782	0	10.603	3.876384497	0	1.579	8	FALSE
RAB2B	ENST00000397762	Q8WUD1	0.667680051	0	12.445	1.348980546	5	0.952	5	FALSE
CTNNB1	ENST00000441708	P35222	0.667567247	0	5.4229	3.699583292	0	0.552	2	TRUE
DCUN1D1	ENST00000292782	Q96GG9	0.666825512	0	17.197	1.422028899	5	0.276	0	FALSE
PSMC5	ENST00000310144	P62195	0.666728053	0	21.824	4.811631203	0	0.355	1	FALSE
